PNODE_ID,AS_ID_1,AS_ID_2,AS_ID_extra_count,RES_TYPE,RES_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Derived_Zone
ROSEDAL_1_N001,AS_NP26,AS_SP15,0,LOAD,ROSDAL_1_LD1,34808_ROSEDAL _115_LD1,24M3_DB127,2024-03-20T00:00:00,3936,ZP26
ROSE_6_N001,AS_NP26,AS_SP15,0,LOAD,ROSE_6_LD-ROSE,34940_ROSE    _70.0_LD1,24M3_DB127,2024-03-20T00:00:00,3941,ZP26
ROSSMOOR_2_N001,AS_NP15,AS_NP26,0,LOAD,ROSMOR_2_LD2,30545_ROSSMOOR_230_LD2,24M3_DB127,2024-03-20T00:00:00,3947,NP15
ROSSMOOR_2_N101,AS_NP15,AS_NP26,0,LOAD,ROSMOR_2_LD1,30545_ROSSMOOR_230_LD1,24M3_DB127,2024-03-20T00:00:00,3946,NP15
ROUNDMT_2_N034,AS_NP15,AS_NP26,0,GEN,RNDMTN_2_SLSPHY1,30245_ROUND MT_230_GUM1,24M3_DB127,2024-03-20T00:00:00,3921,NP15
RSNTAFE_6_N009,AS_SP15,AS_SP26,0,LOAD,RCHSFE_6_LD31,22680_R.SNTAFE_69.0_LD31,24M3_DB127,2024-03-20T00:00:00,3846,SP15
RSNTAFE_6_N016,AS_SP15,AS_SP26,0,LOAD,RCHSFE_6_LD32,22680_R.SNTAFE_69.0_LD32,24M3_DB127,2024-03-20T00:00:00,3847,SP15
RSTREF1_7_N001,AS_SP15,AS_SP26,0,GEN,RTREE_2_WIND3,29488_RSTRE_f1_34.5_GUR3,24M3_DB127,2024-03-20T00:00:00,3967,SP15
RSTREF2_7_N001,AS_SP15,AS_SP26,0,GEN,RTREE_2_WIND1,29489_RSTRE_f2_34.5_GUR1,24M3_DB127,2024-03-20T00:00:00,3965,SP15
RSTREF3_7_N001,AS_SP15,AS_SP26,0,GEN,RTREE_2_WIND2,29493_RSTRE_f3_34.5_GUR2,24M3_DB127,2024-03-20T00:00:00,3966,SP15
RSVTNRD_6_N001,AS_NP15,AS_NP26,0,LOAD,RSROAD_6_LD1,36043_RSVTN RD_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,3952,NP15
RTEDDYG3_7_N003,AS_SP15,AS_SP26,0,GEN,RTEDDY_2_RWSBT1,29673_34.5_GUB1,24M3_DB127,2024-03-20T00:00:00,3953,SP15
RTEDDYG3_7_N004,AS_SP15,AS_SP26,0,GEN,RTEDDY_2_RWSBT3,29673_34.5_GUB3,24M3_DB127,2024-03-20T00:00:00,3955,SP15
RTEDDYG3_7_N005,AS_SP15,AS_SP26,0,GEN,RTEDDY_2_RWSBT4,29673_34.5_GUB4,24M3_DB127,2024-03-20T00:00:00,3956,SP15
RTP3ANZA_6_N002,AS_SP15,AS_SP26,0,LOAD,ANZA_7_LD-ANZA,98378_RTP3ANZA_92.0_LD3,24M3_DB127,2024-03-20T00:00:00,111,SP15
RTRACK_1_N001,AS_NP15,AS_NP26,0,LOAD,RACETK_1_LD1,33922_R.TRACK _115_LD1,24M3_DB127,2024-03-20T00:00:00,3819,NP15
RUSCTY_2_UNITS-APND,AS_NP15,AS_NP26,0,GEN,RUSCTY_2_UNITS,,24M3_DB127,2024-03-20T00:00:00,3971,NP15
RUSSELL_2_SOLANO1-APND,AS_NP15,AS_NP26,0,GEN,RUSSELL_2_SOLANO1,,24M3_DB127,2024-03-20T00:00:00,3975,NP15
RUSSEL_7_N007,AS_NP15,AS_NP26,0,GEN,USWNDR_2_SMUD2,32169_RUSSEL  _21.6_GU3,24M3_DB127,2024-03-20T00:00:00,5208,NP15
RUSSEL_7_NSMUD,AS_NP15,AS_NP26,0,GEN,RUSSLL_2_SMUD,32168_USWINDPW_21.6_GU3,24M3_DB127,2024-03-20T00:00:00,3976,NP15
RUSSEL_7_NSMUD2,AS_NP15,AS_NP26,0,GEN,RUSSLL_2_SMUD2,32169_RUSSEL  _21.6_GN4,24M3_DB127,2024-03-20T00:00:00,3977,NP15
RUSSRCH_6_N001,AS_NP15,AS_NP26,0,LOAD,WLLWCR_6_LD-RUSS,31094_RUSS RCH_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,5508,NP15
RVRBANK_1_N001,AS_NP15,AS_NP26,0,LOAD,RIVRBK_1_LD2,33944_RVRBANK _115_LD2,24M3_DB127,2024-03-20T00:00:00,3916,NP15
RVRBANK_1_N005,AS_NP15,AS_NP26,0,LOAD,RIVRBK_1_LD1,33944_RVRBANK _115_LD1,24M3_DB127,2024-03-20T00:00:00,3915,NP15
RVRBANK_1_N010,AS_NP15,AS_NP26,0,GEN,RIVRBK_1_LNDFIL,33944_RVRBANK _115_GUM1,24M3_DB127,2024-03-20T00:00:00,3917,NP15
RVSIDE_6_SPRING-APND,AS_SP15,AS_SP26,0,GEN,RVSIDE_6_SPRING,,24M3_DB127,2024-03-20T00:00:00,3987,SP15
S.CLARA_6_N021,AS_SP15,AS_SP26,0,GEN,SNCLRA_2_HOWLNG,24127_S.CLARA _66.0_GUHN,24M3_DB127,2024-03-20T00:00:00,4802,SP15
S.CLARA_6_N030,AS_SP15,AS_SP26,0,GEN,SNCLRA_2_VESBT1,24127_S.CLARA _66.0_GUVB,24M3_DB127,2024-03-20T00:00:00,4809,SP15
S.CLARA_6_N031,AS_SP15,AS_SP26,0,GEN,SNCLRA_2_SILBT1,24127_S.CLARA _66.0_GUSB,24M3_DB127,2024-03-20T00:00:00,4804,SP15
S0479_7_N003,AS_NP26,AS_SP15,0,GEN,OLIVEP_1_SOLAR,35013_S0479   _34.5_GU1,24M3_DB127,2024-03-20T00:00:00,2880,ZP26
S473_7_N005,AS_NP26,AS_SP15,0,GEN,ALPSLR_1_SPSSLR,35012_S473    _34.5_GU2,24M3_DB127,2024-03-20T00:00:00,68,ZP26
S517_7_N001,AS_NP26,AS_SP15,0,GEN,OLDRV1_6_SOLAR,35091_S517    _12.5_GUF,24M3_DB127,2024-03-20T00:00:00,2866,ZP26
S621AC_7_N001,AS_NP26,AS_SP15,0,GEN,ARVINN_6_ORION1,39023_S621AC  _24.5_GU1,24M3_DB127,2024-03-20T00:00:00,138,ZP26
S621AC_7_N002,AS_NP26,AS_SP15,0,GEN,ARVINN_6_ORION2,39023_S621AC  _24.5_GU2,24M3_DB127,2024-03-20T00:00:00,139,ZP26
S622B_7_N003,AS_NP26,AS_SP15,0,GEN,ADOBEE_1_SOLAR,35021_S622B   _34.5_GU1,24M3_DB127,2024-03-20T00:00:00,10,ZP26
S625_7_N001,AS_NP15,AS_NP26,0,GEN,EEKTMN_6_SOLAR1,34627_S625    _34.5_GUE,24M3_DB127,2024-03-20T00:00:00,1202,NP15
S632_7_N001,AS_NP15,AS_NP26,0,GEN,ADMEST_6_SOLAR,39162_S632    _12.5_GUE,24M3_DB127,2024-03-20T00:00:00,9,NP15
S636_7_N001,AS_NP15,AS_NP26,0,GEN,LEPRFD_1_KANSAS,34680_S636    _12.5_GUF,24M3_DB127,2024-03-20T00:00:00,2175,NP15
S650ABS_7_NSR1,AS_NP15,AS_NP26,0,GEN,KNTSTH_6_WALSR1,39221_KNTSTH  _34.5_GUW1,24M3_DB127,2024-03-20T00:00:00,2022,NP15
S650AB_7_N001,AS_NP15,AS_NP26,0,GEN,KNTSTH_6_SOLAR,39219_S650AB  _12.5_GUET,24M3_DB127,2024-03-20T00:00:00,2021,NP15
S654_7_N001,AS_NP26,AS_SP15,0,GEN,WLDWD_1_SOLAR1,39181_S654    _34.5_GUFT,24M3_DB127,2024-03-20T00:00:00,5504,ZP26
SAFEWAY_1_N001,AS_NP15,AS_NP26,0,LOAD,SAFWAY_1_LD1,33534_SAFEWAY _115_LD1,24M3_DB127,2024-03-20T00:00:00,3993,NP15
SALINAS_1_N001,AS_NP15,AS_NP26,0,LOAD,SALINA_1_LD6,35920_SALINAS _115_LD6,24M3_DB127,2024-03-20T00:00:00,3995,NP15
SALINAS_1_N024,AS_NP15,AS_NP26,0,LOAD,SALINA_1_LD4,35920_SALINAS _115_LD4,24M3_DB127,2024-03-20T00:00:00,3994,NP15
SALNRGN_7_B1,AS_NP15,AS_NP26,0,GEN,SALIRV_2_UNIT,36201_SALNR GN_13.8_GU1,24M3_DB127,2024-03-20T00:00:00,3996,NP15
SALTCREK_6_N002,AS_SP15,AS_SP26,0,LOAD,SALTCK_6_LD31,22698_SALTCREK_69.0_LD31,24M3_DB127,2024-03-20T00:00:00,3997,SP15
SALTCREK_6_N006,AS_SP15,AS_SP26,0,LOAD,SALTCK_6_LD32,22698_SALTCREK_69.0_LD32,24M3_DB127,2024-03-20T00:00:00,3998,SP15
SALTSPRG_7_N001,AS_NP15,AS_NP26,0,LOAD,SALTSP_7_LD1,33809_SALTSPRG_21.0_LD1,24M3_DB127,2024-03-20T00:00:00,3999,NP15
SALTSPS_7_B1,AS_NP15,AS_NP26,0,GEN,SALTSP_7_UNIT 2,33800_SALT SPS_11.0_GU2,24M3_DB127,2024-03-20T00:00:00,4001,NP15
SALTSPS_7_B3,AS_NP15,AS_NP26,0,GEN,SALTSP_7_UNIT 1,33800_SALT SPS_11.0_GU1,24M3_DB127,2024-03-20T00:00:00,4000,NP15
SALTSP_7_UNITS-APND,AS_NP15,AS_NP26,0,GEN,SALTSP_7_UNITS,,24M3_DB127,2024-03-20T00:00:00,4002,NP15
SAMPSON_6_N010,AS_SP15,AS_SP26,0,GEN,SAMPSN_6_KELCO1,22704_SAMPSON _12.5_GUKC,24M3_DB127,2024-03-20T00:00:00,4003,SP15
SAMPSON_7_N006,AS_SP15,AS_SP26,0,LOAD,SAMPSN_7_LD-30X31,22704_SAMPSON _12.5_LD1,24M3_DB127,2024-03-20T00:00:00,4004,SP15
SAMPSON_7_N007,AS_SP15,AS_SP26,0,LOAD,SAMPSN_7_LD-32X33,22704_SAMPSON _12.5_LD2,24M3_DB127,2024-03-20T00:00:00,4005,SP15
SANARDO_6_N001,AS_NP15,AS_NP26,0,LOAD,S_ARDO_6_LD1,36082_SAN ARDO_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,5018,NP15
SANBRDNO_2_N211,AS_SP15,AS_SP26,0,GEN,SBERDO_2_RTS048,24214_SANBRDNO_66.0_GU48,24M3_DB127,2024-03-20T00:00:00,4104,SP15
SANBRDNO_6_GN001,AS_SP15,AS_SP26,0,GEN,SBERDO_2_REDLND,24214_SANBRDNO_66.0_GURL,24M3_DB127,2024-03-20T00:00:00,4098,SP15
SANBRDNO_6_GN002,AS_SP15,AS_SP26,0,GEN,SBERDO_2_RTS005,24214_SANBRDNO_66.0_GU5,24M3_DB127,2024-03-20T00:00:00,4099,SP15
SANBRDNO_6_GN003,AS_SP15,AS_SP26,0,GEN,SBERDO_2_RTS007,24214_SANBRDNO_66.0_GU7,24M3_DB127,2024-03-20T00:00:00,4100,SP15
SANBRDNO_6_GN004,AS_SP15,AS_SP26,0,GEN,SBERDO_2_RTS013,24214_SANBRDNO_66.0_GU13,24M3_DB127,2024-03-20T00:00:00,4102,SP15
SANBRDNO_6_GN005,AS_SP15,AS_SP26,0,GEN,SBERDO_2_RTS016,24214_SANBRDNO_66.0_GU16,24M3_DB127,2024-03-20T00:00:00,4103,SP15
SANBRDNO_6_N001,AS_SP15,AS_SP26,0,LOAD,SBERDO_6_LD1,24214_SANBRDNO_66.0_LD1,24M3_DB127,2024-03-20T00:00:00,4108,SP15
SANBRDNO_6_N005,AS_SP15,AS_SP26,0,GEN,SBERDO_2_QF,24214_SANBRDNO_66.0_GUQF,24M3_DB127,2024-03-20T00:00:00,4097,SP15
SANBRDNO_6_N006,AS_SP15,AS_SP26,0,GEN,SBERDO_6_MILLCK,24214_SANBRDNO_66.0_GUMC,24M3_DB127,2024-03-20T00:00:00,4109,SP15
SANBRDNO_6_N007,AS_SP15,AS_SP26,0,GEN,SBERDO_2_SNTANA,24214_SANBRDNO_66.0_GUSN,24M3_DB127,2024-03-20T00:00:00,4105,SP15
SANBRDNO_6_N008,AS_SP15,AS_SP26,0,LOAD,SBERDO_6_LD-M1,24214_SANBRDNO_66.0_LDM1,24M3_DB127,2024-03-20T00:00:00,4107,SP15
SANBRDNO_6_N014,AS_SP15,AS_SP26,0,GEN,SBERDO_2_RTS011,24214_SANBRDNO_66.0_GU11,24M3_DB127,2024-03-20T00:00:00,4101,SP15
SANBRDNO_6_N017,AS_SP15,AS_SP26,0,GEN,SBERDO_2_WHSHY1,24214_SANBRDNO_66.0_GUW1,24M3_DB127,2024-03-20T00:00:00,4106,SP15
SANBRN_7_GN2SB3,AS_SP15,AS_SP26,0,GEN,SANBRN_2_ES2SB3,GN-ES2BT3_GU,24M3_DB127,2024-03-20T00:00:00,4008,SP15
SANBRN_7_GN2SB4,AS_SP15,AS_SP26,0,GEN,SANBRN_2_SS2SB4,GN-SS2SB4_GU,24M3_DB127,2024-03-20T00:00:00,4013,SP15
SANBRN_7_GNSSB2,AS_SP15,AS_SP26,0,GEN,SANBRN_2_EESSB2,GN-EESSB2_GU,24M3_DB127,2024-03-20T00:00:00,4006,SP15
SANBRN_7_N001,AS_SP15,AS_SP26,0,GEN,SANBRN_2_ES1BT3,GN-ES1BT3_GU,24M3_DB127,2024-03-20T00:00:00,4007,SP15
SANBRN_7_N001A,AS_SP15,AS_SP26,0,GEN,SANBRN_2_ESABT1,GN-ESABT1_GU,24M3_DB127,2024-03-20T00:00:00,4009,SP15
SANBRN_7_N001B,AS_SP15,AS_SP26,0,GEN,SANBRN_2_ESBBT1,GN-ESBBT1_GU,24M3_DB127,2024-03-20T00:00:00,4010,SP15
SANBRN_7_N002,AS_SP15,AS_SP26,0,GEN,SANBRN_2_SS2BT3,29904_SANBRN_34.5_GU2,24M3_DB127,2024-03-20T00:00:00,4011,SP15
SANBRN_7_N003,AS_SP15,AS_SP26,0,GEN,SANBRN_2_SS2BT4,GN-SS2BT4_GU,24M3_DB127,2024-03-20T00:00:00,4012,SP15
SANBRN_7_ND004,AS_NP26,AS_SP15,0,GEN,SANDRN_2_SS2SR2,10001_34.5_GUS2,24M3_DB127,2024-03-20T00:00:00,4020,ZP26
SANBRN_7_NSR1,AS_NP26,AS_SP15,0,GEN,SANDRN_2_SS1SR1,10001_34.5_GUS1,24M3_DB127,2024-03-20T00:00:00,4019,ZP26
SANCRLS_6_N001,AS_NP15,AS_NP26,0,LOAD,SNCRLS_6_LD1,33365_SAN CRLS_60.0_LD1,24M3_DB127,2024-03-20T00:00:00,4814,NP15
SANCRLS_6_N002,AS_NP15,AS_NP26,0,LOAD,SNCRLS_6_LD2,33365_SAN CRLS_60.0_LD2,24M3_DB127,2024-03-20T00:00:00,4815,NP15
SANCRLS_6_N004,AS_NP15,AS_NP26,0,LOAD,SNCRLS_6_LD3,33365_SAN CRLS_60.0_LD3,24M3_DB127,2024-03-20T00:00:00,4816,NP15
SANDBAR_7_B1,AS_NP15,AS_NP26,0,GEN,SNDBAR_7_UNIT 1,34060_SANDBAR _13.8_GU1,24M3_DB127,2024-03-20T00:00:00,4817,NP15
SANDCRK_6_N001,AS_NP15,AS_NP26,0,LOAD,SNDCRK_6_LD1,34495_SANDCRK _70.0_LD1,24M3_DB127,2024-03-20T00:00:00,4818,NP15
SANDLOT_2_N022,AS_SP15,AS_SP26,0,GEN,SANDLT_2_STGB,24799_OCASOG2 _16.8_GU2,24M3_DB127,2024-03-20T00:00:00,4015,SP15
SANDLOT_2_N023,AS_SP15,AS_SP26,0,LOAD,SANDLT_7_LD2,24799_OCASOG2 _16.8_LD2,24M3_DB127,2024-03-20T00:00:00,4018,SP15
SANDLOT_2_N024,AS_SP15,AS_SP26,0,GEN,SANDLT_2_STGA,24798_ALBAG1  _16.8_GU1,24M3_DB127,2024-03-20T00:00:00,4014,SP15
SANDLOT_2_N025,AS_SP15,AS_SP26,0,LOAD,SANDLT_7_LD1,24798_ALBAG1  _16.8_LD1,24M3_DB127,2024-03-20T00:00:00,4017,SP15
SANDLT_2_SUNITS-APND,AS_SP15,AS_SP26,0,GEN,SANDLT_2_SUNITS,,24M3_DB127,2024-03-20T00:00:00,4016,SP15
SANDY_1_N001,AS_SP15,AS_SP26,0,LOAD,SANDY_1_LD1,18098_SANDY   _138_LD1,24M3_DB127,2024-03-20T00:00:00,4021,SP15
SANDY_1_N002,AS_SP15,AS_SP26,0,LOAD,SANDY_1_LD2,18098_SANDY   _138_LD2,24M3_DB127,2024-03-20T00:00:00,4022,SP15
SANGERCO_7_B1,AS_NP15,AS_NP26,0,GEN,SGREGY_6_SANGER,34646_SANGERCO_13.8_GU1,24M3_DB127,2024-03-20T00:00:00,4679,NP15
SANGER_1_N001,AS_NP15,AS_NP26,0,LOAD,SANGER_1_LD1,34366_SANGER  _115_LD1,24M3_DB127,2024-03-20T00:00:00,4023,NP15
SANGER_1_N009,AS_NP15,AS_NP26,0,LOAD,SANGER_1_LD3,34366_SANGER  _115_LD3,24M3_DB127,2024-03-20T00:00:00,4024,NP15
SANITR_6_UNITS-APND,AS_SP15,AS_SP26,0,GEN,SANITR_6_UNITS,,24M3_DB127,2024-03-20T00:00:00,4029,SP15
SANJOQN_6_N001,AS_NP15,AS_NP26,0,LOAD,SJOAQN_6_LD1,34472_SAN JOQN_70.0_LD1,24M3_DB127,2024-03-20T00:00:00,4729,NP15
SANJOQN_6_N006,AS_NP15,AS_NP26,0,LOAD,SJOAQN_6_LD2,34472_SAN JOQN_70.0_LD2,24M3_DB127,2024-03-20T00:00:00,4730,NP15
SANJOQN_7_N001,AS_NP15,AS_NP26,0,GEN,SJOAQN_6_NFCBM1,2_SJOAQN_12.0_GU1B,24M3_DB127,2024-03-20T00:00:00,4731,NP15
SANLUIS2_7_B1,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 1,38745_SANLUIS2_13.8_GU1,24M3_DB127,2024-03-20T00:00:00,4761,NP15
SANLUIS2_7_B3,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 2,38745_SANLUIS2_13.8_GU2,24M3_DB127,2024-03-20T00:00:00,4762,NP15
SANLUIS2_7_N001,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M9,38745_SANLUIS2_13.8_LDM1,24M3_DB127,2024-03-20T00:00:00,4777,NP15
SANLUIS2_7_N002,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M2,38745_SANLUIS2_13.8_LDM2,24M3_DB127,2024-03-20T00:00:00,4770,NP15
SANLUIS4_7_B1,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 4,38740_SANLUIS4_13.8_GU4,24M3_DB127,2024-03-20T00:00:00,4764,NP15
SANLUIS4_7_B3,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 3,38740_SANLUIS4_13.8_GU3,24M3_DB127,2024-03-20T00:00:00,4763,NP15
SANLUIS4_7_N001,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M3,38740_SANLUIS4_13.8_LDM3,24M3_DB127,2024-03-20T00:00:00,4771,NP15
SANLUIS4_7_N002,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M4,38740_SANLUIS4_13.8_LDM4,24M3_DB127,2024-03-20T00:00:00,4772,NP15
SANLUIS6_7_B1,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 5,38735_SANLUIS6_13.8_GU5,24M3_DB127,2024-03-20T00:00:00,4765,NP15
SANLUIS6_7_B3,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 6,38735_SANLUIS6_13.8_GU6,24M3_DB127,2024-03-20T00:00:00,4766,NP15
SANLUIS6_7_N001,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M5,38735_SANLUIS6_13.8_LDM5,24M3_DB127,2024-03-20T00:00:00,4773,NP15
SANLUIS6_7_N002,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M6,38735_SANLUIS6_13.8_LDM6,24M3_DB127,2024-03-20T00:00:00,4774,NP15
SANLUIS8_7_B1,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 7,38730_SANLUIS8_13.8_GU7,24M3_DB127,2024-03-20T00:00:00,4767,NP15
SANLUIS8_7_B3,AS_NP15,AS_NP26,0,GEN,SLUISP_2_UNIT 8,38730_SANLUIS8_13.8_GU8,24M3_DB127,2024-03-20T00:00:00,4768,NP15
SANLUIS8_7_N001,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M7,38730_SANLUIS8_13.8_LDM7,24M3_DB127,2024-03-20T00:00:00,4775,NP15
SANLUIS8_7_N002,AS_NP15,AS_NP26,0,LOAD,SLUISP_7_LD-M8,38730_SANLUIS8_13.8_LDM8,24M3_DB127,2024-03-20T00:00:00,4776,NP15
SANLUSRY_6_GN001,AS_SP15,AS_SP26,0,GEN,SANLUS_6_OCEAN,22708_SANLUSRY_69.0_GUM1,24M3_DB127,2024-03-20T00:00:00,4055,SP15
SANLUSRY_6_N013,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_LD35,22708_SANLUSRY_69.0_LD35,24M3_DB127,2024-03-20T00:00:00,4053,SP15
SANLUSRY_6_N014,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_LD36,22708_SANLUSRY_69.0_LD36,24M3_DB127,2024-03-20T00:00:00,4054,SP15
SANLUSRY_6_N043,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL33B,22708_SANLUSRY_69.0_LDM1,24M3_DB127,2024-03-20T00:00:00,4043,SP15
SANLUSRY_6_N044,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL34B,22708_SANLUSRY_69.0_LDM2,24M3_DB127,2024-03-20T00:00:00,4045,SP15
SANLUSRY_6_N045,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL35B,22708_SANLUSRY_69.0_LDM3,24M3_DB127,2024-03-20T00:00:00,4047,SP15
SANLUSRY_6_N046,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL36B,22708_SANLUSRY_69.0_LDM4,24M3_DB127,2024-03-20T00:00:00,4049,SP15
SANLUSRY_6_N047,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL33D,22708_SANLUSRY_69.0_LDM5,24M3_DB127,2024-03-20T00:00:00,4044,SP15
SANLUSRY_6_N048,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL34D,22708_SANLUSRY_69.0_LDM6,24M3_DB127,2024-03-20T00:00:00,4046,SP15
SANLUSRY_6_N049,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL35D,22708_SANLUSRY_69.0_LDM7,24M3_DB127,2024-03-20T00:00:00,4048,SP15
SANLUSRY_6_N050,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_DRL36D,22708_SANLUSRY_69.0_LDM8,24M3_DB127,2024-03-20T00:00:00,4050,SP15
SANLUSRY_6_N101,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_LD33,22708_SANLUSRY_69.0_LD33,24M3_DB127,2024-03-20T00:00:00,4051,SP15
SANLUSRY_6_N201,AS_SP15,AS_SP26,0,LOAD,SANLUS_6_LD34,22708_SANLUSRY_69.0_LD34,24M3_DB127,2024-03-20T00:00:00,4052,SP15
SANMATEO_1_N001,AS_SP15,AS_SP26,0,LOAD,SMATEO_1_LD41,22720_SANMATEO_138_LD41,24M3_DB127,2024-03-20T00:00:00,4781,SP15
SANMATEO_1_N001A,AS_NP15,AS_NP26,0,LOAD,SANMAT_1_LD9,33310_SANMATEO_115_LD9,24M3_DB127,2024-03-20T00:00:00,4058,NP15
SANMATEO_1_N009,AS_SP15,AS_SP26,0,LOAD,SMATEO_1_LD40,22720_SANMATEO_138_LD40,24M3_DB127,2024-03-20T00:00:00,4780,SP15
SANMATO_6_N001,AS_NP15,AS_NP26,0,LOAD,SANMAT_6_LD4,33357_SAN MATO_60.0_LD4,24M3_DB127,2024-03-20T00:00:00,4059,NP15
SANMIGL_6_N001,AS_NP26,AS_SP15,0,LOAD,SANMIG_6_LD1,36354_SAN MIGL_70.0_LD1,24M3_DB127,2024-03-20T00:00:00,4060,ZP26
SANMRCOS_6_GN010,AS_SP15,AS_SP26,0,GEN,SMRCOS_6_LNDFIL,22724_SANMRCOS_69.0_GUMB,24M3_DB127,2024-03-20T00:00:00,4789,SP15
SANMRCOS_6_N001,AS_SP15,AS_SP26,0,LOAD,SMRCOS_6_LD32,22724_SANMRCOS_69.0_LD32,24M3_DB127,2024-03-20T00:00:00,4787,SP15
SANMRCOS_6_N007,AS_SP15,AS_SP26,0,LOAD,SMRCOS_6_LD30,22724_SANMRCOS_69.0_LD30,24M3_DB127,2024-03-20T00:00:00,4785,SP15
SANMRCOS_6_N011,AS_SP15,AS_SP26,0,LOAD,SMRCOS_6_LD31,22724_SANMRCOS_69.0_LD31,24M3_DB127,2024-03-20T00:00:00,4786,SP15
SANMRCOS_6_N012,AS_SP15,AS_SP26,0,GEN,SMRCOS_6_UNIT 1,22724_SANMRCOS_69.0_GUM1,24M3_DB127,2024-03-20T00:00:00,4790,SP15
SANMRCOS_6_N013,AS_SP15,AS_SP26,0,LOAD,SMRCOS_6_LD33,22724_SANMRCOS_69.0_LD33,24M3_DB127,2024-03-20T00:00:00,4788,SP15
SANPBLO_1_N001,AS_NP15,AS_NP26,0,LOAD,SANPAB_1_LD1,32758_SAN PBLO_115_LD1,24M3_DB127,2024-03-20T00:00:00,4061,NP15
SANRAFL_1_N001,AS_NP15,AS_NP26,0,LOAD,SANRAF_1_LD3,32574_SAN RAFL_115_LD3,24M3_DB127,2024-03-20T00:00:00,4064,NP15
SANRAFL_1_N006,AS_NP15,AS_NP26,0,LOAD,SANRAF_1_LD2,32574_SAN RAFL_115_LD2,24M3_DB127,2024-03-20T00:00:00,4063,NP15
SANRAFL_1_N007,AS_NP15,AS_NP26,0,LOAD,SANRAF_1_LD1,32574_SAN RAFL_115_LD1,24M3_DB127,2024-03-20T00:00:00,4062,NP15
SANRAMON_2_N001,AS_NP15,AS_NP26,0,LOAD,SANRAM_2_LD6,30555_SANRAMON_230_LD6,24M3_DB127,2024-03-20T00:00:00,4068,NP15
SANRAMON_2_N004,AS_NP15,AS_NP26,0,LOAD,SANRAM_2_LD3,30555_SANRAMON_230_LD3,24M3_DB127,2024-03-20T00:00:00,4065,NP15
SANRAMON_2_N023,AS_NP15,AS_NP26,0,LOAD,SANRAM_2_LD4,30555_SANRAMON_230_LD4,24M3_DB127,2024-03-20T00:00:00,4066,NP15
SANRAMON_2_N024,AS_NP15,AS_NP26,0,LOAD,SANRAM_2_LD5,30555_SANRAMON_230_LD5,24M3_DB127,2024-03-20T00:00:00,4067,NP15
SANTAFE_7_B1,AS_NP15,AS_NP26,0,GEN,SANTFG_7_UNIT 1,31400_SANTAFE _13.8_GU1,24M3_DB127,2024-03-20T00:00:00,4072,NP15
SANTAFE_7_B11,AS_NP15,AS_NP26,0,GEN,SANTFG_7_UNIT 2,31400_SANTAFE _13.8_GU2,24M3_DB127,2024-03-20T00:00:00,4073,NP15
SANTARO_1_N001,AS_SP15,AS_SP26,0,LOAD,STROSA_1_LD3,24816_SANTA RO_115_LD3,24M3_DB127,2024-03-20T00:00:00,4959,SP15
SANTARO_1_N014,AS_SP15,AS_SP26,0,LOAD,STROSA_1_LD5,24816_SANTA RO_115_LD5,24M3_DB127,2024-03-20T00:00:00,4960,SP15
SANTARO_1_N017,AS_SP15,AS_SP26,0,LOAD,STROSA_1_LD6,24816_SANTA RO_115_LD6,24M3_DB127,2024-03-20T00:00:00,4961,SP15
SANTARO_1_N021,AS_SP15,AS_SP26,0,LOAD,STROSA_1_LD2,24816_SANTA RO_115_LD2,24M3_DB127,2024-03-20T00:00:00,4958,SP15
