X,Y,OBJECTID,Substation_ID,Substation_Name,Alias,Status,Owner,Map_Owner,Map_Part,Engineering_ID,kV_12_TO_32,kV_33_TO_92,kV_110_TO_161,kV_220_To_287,kV_345_To_500,kV_500_DC,Highest_kV,Postal_City,County,Zip_Code,State,Comments
-120.947225012726,38.6592925590027,"158",SS0192,Shingle Springs, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Shingle Springs,El Dorado,"95682",CA, 
-121.059530621031,38.6557127640436,"159",SS0193,Clarksville, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,El Dorado Hills,El Dorado,"95762",CA, 
-114.680465842038,33.6112533720399,"160",SS0194,Blythe Walc, ,Operational,Other,Other,L, ,,YES,YES,,,,110kV to 161kV,Blythe,Riverside,"92225",CA,Same site as g0843
-120.381941398178,38.8502834259099,"161",SS0196,Jones Fork, ,Operational,SMUD,SMUD,M, ,,,YES,,,,110kV to 161kV,Eldorado Ntl Forest,El Dorado,"00051",CA, 
-120.619297908889,38.7933724600267,"162",SS0198,Camino, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Pollock Pines,El Dorado,"95726",CA, 
-120.442838416926,38.863426847183,"163",SS0199,Union Valley, ,Operational,SMUD,SMUD,M, ,,YES,,YES,,,220kV to 287kV,Eldorado Ntl Forest,El Dorado,"00051",CA, 
-119.581829622972,36.5407563538839,"164",SS0201,Guardian, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Kingsburg,Fresno,"93631",CA, 
-119.696841819228,36.7577272896304,"165",SS0202,Las Palmas, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93727",CA, 
-119.947046985371,36.3194572531445,"166",SS0203,Mussel Slough, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Lemoore,Kings,"93245",CA, 
-120.368690836279,36.2377380423992,"167",SS0204,Oil City, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Coalinga,Fresno,"93210",CA, 
-120.70181596386,36.7150883810317,"168",SS0205,Oxford, ,Operational,PG&E,PG&E,M, ,,,,,YES,,345kV to 500kV,Mendota,Fresno,"93640",CA, 
-120.381451147963,36.2245644992231,"169",SS0206,Penn Zier, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Coalinga,Fresno,"93210",CA, 
-119.754476276477,36.700562474824,"170",SS0207,Ranchers Cotton, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93725",CA, 
-119.773830280445,36.9028549524864,"171",SS0208,River Rock, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Fresno,Fresno,"93730",CA, 
-120.355258971343,36.1922901951548,"172",SS0210,Tornado, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Coalinga,Fresno,"93210",CA, 
-120.342299435765,36.6324125483799,"173",SS0212,Westlands, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Tranquillity,Fresno,"93668",CA, 
-120.485250372998,36.5280696724293,"174",SS0213,Kamm, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Mendota,Fresno,"93640",CA, 
-120.099808921617,36.6176907914758,"175",SS0216,Agrico, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Kerman,Fresno,"93630",CA, 
-119.734898120691,36.7642377128582,"176",SS0217,Barton, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93727",CA, 
-120.114133854741,36.7927348470935,"177",SS0222,Biola, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Kerman,Fresno,"93630",CA, 
-119.768463189902,36.8238720738313,"178",SS0223,Bullard, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93710",CA, 
-120.122062321014,36.2840034026204,"179",SS0224,Calflax, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Huron,Fresno,"93234",CA, 
-119.7989539504,36.4459810824812,"180",SS0226,Camden, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Riverdale,Fresno,"93656",CA, 
-120.341643009483,36.4293085900531,"181",SS0227,Cantua, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Coalinga,Fresno,"93210",CA, 
-120.44954395853,36.8360877197675,"182",SS0228,Capco Madera, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Firebaugh,Fresno,"93622",CA, 
-119.881456764983,36.5321644448376,"183",SS0229,Caruthers, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Caruthers,Fresno,"93609",CA, 
-120.531980745913,36.6327547416527,"184",SS0230,Cheney, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Mendota,Fresno,"93640",CA, 
-119.681241126704,36.8261930543151,"185",SS0231,Clovis, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Clovis,Fresno,"93611",CA, 
-119.664693701625,36.8958075924664,"186",SS0234,Coppermine, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Clovis,Fresno,"93619",CA, 
-120.337875728903,36.2264980884765,"187",SS0236,Derrick, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Coalinga,Fresno,"93210",CA, 
-119.419020749645,36.5701644316058,"188",SS0237,Dinuba Energy, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Reedley,Tulare,"93654",CA, 
-119.028943008597,36.7093476857087,"189",SS0238,Dunlap, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Miramonte,Fresno,"93641",CA, 
-119.858915219389,36.8219136250281,"190",SS0239,Fig Garden, ,Operational,PG&E,PG&E,M, ,,,YES,YES,,,220kV to 287kV,Fresno,Fresno,"93711",CA, 
-120.466359518551,36.8505760961605,"191",SS0240,Firebaugh, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Firebaugh,Fresno,"93622",CA, 
-120.125450973078,36.1402400279508,"192",SS0242,Gates, ,Operational,PG&E,PG&E,L,GTS,,YES,YES,YES,YES,,345kV to 500kV,Huron,Fresno,"93234",CA, 
-120.33476285282,36.5451386199423,"193",SS0244,Giffen, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Cantua Creek,Fresno,"93608",CA, 
-120.603297968027,36.7202302382815,"194",SS0246,Hammonds, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Firebaugh,Fresno,"93622",CA, 
-120.176186028038,36.5914184344778,"195",SS0247,Helm, ,Operational,PG&E,PG&E,L, ,,YES,,YES,,,220kV to 287kV,San Joaquin,Fresno,"93660",CA, 
-119.922122003469,36.8447128219764,"196",SS0248,Herndon, ,Operational,PG&E,PG&E,M, ,,,YES,YES,,,220kV to 287kV,Fresno,Fresno,"93722",CA, 
-120.103898435894,36.1860589514042,"197",SS0249,Huron, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Huron,Fresno,"93234",CA, 
-120.060070267554,36.6915299929382,"198",SS0252,Kerman, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Kerman,Fresno,"93630",CA, 
-119.882852321175,36.7056178638706,"199",SS0253,Kearney (New), ,Operational,PG&E,PG&E,M, ,,YES,,YES,,,220kV to 287kV,Fresno,Fresno,"93706",CA, 
-119.880010295998,36.7067889679411,"200",SS0254,Kearney (Old), ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Fresno,Fresno,"93706",CA, 
-119.159461962725,36.88826305247,"201",SS0255,Kings River, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Kings Canyon National Pk,Fresno,"93633",CA, 
-119.58247758463,36.4884270962706,"202",SS0256,Kingsburg, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Kingsburg,Fresno,"93631",CA, 
-119.72652130294,36.6932499807105,"203",SS0259,Malaga, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93725",CA, 
-119.787866170752,36.7880502720621,"204",SS0260,Manchester, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93726",CA, 
-119.639197980143,36.6108239708345,"205",SS0261,Mc Call, ,Operational,PG&E,PG&E,L, ,,,YES,YES,,,220kV to 287kV,Fowler,Fresno,"93625",CA, 
-119.988695661437,36.5933641512994,"206",SS0262,Mc Mullin, ,Operational,PG&E,PG&E,L, ,,,,YES,,,220kV to 287kV,Fresno,Fresno,"93706",CA, 
-120.458942308507,36.7205913210725,"207",SS0263,Mendota, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Mendota,Fresno,"93640",CA, 
-120.365357433978,36.756235505656,"208",SS0264,Mendota-Biomass, ,Operational,Other,Other,M, ,,YES,,,,,33kV to 92kV,Mendota,Fresno,"93640",CA, 
-120.654903188676,36.8867455817054,"209",SS0265,Oro Loma, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Firebaugh,Fresno,"93622",CA, 
-119.773294305971,36.6056139899096,"210",SS0266,Bowles, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Fresno,Fresno,"93725",CA, 
-120.581743255213,36.6535312760509,"211",SS0267,Panoche, ,Operational,PG&E,PG&E,L, ,,YES,YES,YES,,,220kV to 287kV,Firebaugh,Fresno,"93622",CA, 
-119.521297450031,36.6075484721016,"212",SS0268,Parlier, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Parlier,Fresno,"93648",CA, 
-119.403390994196,36.7899456991744,"213",SS0269,Piedra, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Sanger,Fresno,"93657",CA, 
-119.538101240673,36.7102171719037,"214",SS0271,Rainbow, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Sanger,Fresno,"93657",CA, 
-119.376195764778,36.6043421435852,"215",SS0272,Reedley, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Reedley,Fresno,"93654",CA, 
-120.178338559725,36.620931147801,"216",SS0273,San Joaquin, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,San Joaquin,Fresno,"93660",CA, 
-119.160485532848,36.6447822432518,"217",SS0274,Sand Creek, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Orosi,Tulare,"93647",CA, 
-119.610887404336,36.707218174738,"218",SS0275,Sanger, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Sanger,Fresno,"93657",CA, 
-120.138709488446,36.401939443963,"219",SS0276,Schindler, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Huron,Fresno,"93234",CA, 
-120.104493755745,36.5310826458437,"220",SS0277,Stroud, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Huron,Fresno,"93234",CA, 
-119.393300350168,36.7705439389891,"221",SS0278,Tivy Valley, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Sanger,Fresno,"93657",CA, 
-119.721971319228,36.6875329789886,"222",SS0279,Air Products, ,Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93725",CA, 
-119.452596082958,36.6153856620814,"223",SS0280,Wahtoke, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Reedley,Fresno,"93654",CA, 
-120.334382644763,36.6610780752825,"224",SS0281,Wesix, ,Operational,WAPA,WAPA,L, ,,YES,,,,,33kV to 92kV,Tranquillity,Fresno,"93668",CA, 
-119.818991781311,36.7181686370397,"225",SS0282,West Fresno, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Fresno,Fresno,"93706",CA, 
-120.279265743848,36.3991349185933,"226",SS0283,Westlands 16 Ra, ,Operational,Other,Other,L, ,,YES,YES,,,,110kV to 161kV,Coalinga,Fresno,"93210",CA, 
-120.251193431399,36.3568524434851,"227",SS0284,Westlands 18 Ra, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Coalinga,Fresno,"93210",CA, 
-119.75098827845,36.8962719620938,"228",SS0287,Woodward, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Clovis,Fresno,"93619",CA, 
-119.24035441581,37.2041734570641,"229",SS0294,Camp 10, ,Operational,SCE,SCE,M, ,,YES,,YES,,,220kV to 287kV,Shaver Lake,Fresno,"93664",CA, 
-119.194296428604,37.2454689634061,"230",SS0297,Line Creek, ,Operational,SCE,SCE,M, ,,YES,,,,,33kV to 92kV,Shaver Lake,Fresno,"93664",CA, 
-119.159105016724,37.2569860286066,"231",SS0298,Portal,LUNAR,Operational,SCE,SCE,M, ,,YES,,,,,33kV to 92kV,Shaver Lake,Fresno,"93664",CA, 
-119.240833720544,37.2054336186574,"232",SS0300,Pitman, ,Operational,SCE,SCE,M, ,,YES,,,,,33kV to 92kV,Shaver Lake,Fresno,"93664",CA, 
-120.620294520052,36.8360389257401,"233",SS0303,De Francesco, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Firebaugh,Fresno,"93622",CA, 
-120.147806653815,36.1525161102411,"234",SS0304,Gates Wellhead, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Huron,Fresno,"93234",CA, 
-122.010458537836,39.5827805160071,"235",SS0305,Jacinto, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Glenn,Glenn,"95943",CA, 
-122.103797520524,39.7759584529416,"236",SS0306,Capay, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Orland,Glenn,"95963",CA, 
-122.54289693068,39.592908619471,"237",SS0307,Elk Creek, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Elk Creek,Glenn,"95939",CA, 
-122.142890629834,39.7779079187753,"238",SS0308,Glenn, ,Operational,PG&E,PG&E,U, ,,YES,,YES,,,220kV to 287kV,Orland,Glenn,"95963",CA, 
-122.051296948333,39.7892740262694,"239",SS0309,Headgate, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Orland,Glenn,"95963",CA, 
-122.263037443081,39.5395060937376,"240",SS0310,Logan Creek, ,Operational,PG&E,PG&E,U, ,,,,YES,,,220kV to 287kV,Willows,Glenn,"95988",CA, 
-122.178727588987,39.7251908815589,"241",SS0311,Orland B, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Orland,Glenn,"95963",CA, 
-122.004690364978,39.5577634310397,"242",SS0312,Provident, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Glenn,Glenn,"95943",CA, 
-122.18611053874,39.531670893936,"243",SS0313,Willows A, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Willows,Glenn,"95988",CA, 
-122.533143507472,39.5870379458149,"244",SS0314,Stony Gorge, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Elk Creek,Glenn,"95939",CA, 
-123.99461940302,40.8779293146069,"245",SS0315,Ultra Power (Blue Lake), ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Arcata,Humboldt,"95521",CA, 
-124.088410409924,40.8670761290743,"246",SS0317,Arcata, ,Operational,PG&E,PG&E,U, ,,,,,,,110kV to 161kV,Arcata,Humboldt,"95521",CA, 
-124.101992456084,41.1627096852638,"247",SS0318,Big Lagoon, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Trinidad,Humboldt,"95570",CA, 
-124.034355331456,40.9058389166787,"248",SS0319,Blue Chip Milling, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Mckinleyville,Humboldt,"95519",CA, 
-123.980576872315,40.8798292481069,"249",SS0320,Blue Lake, ,Operational,PG&E,PG&E,U, ,,YES,,,,,110kV to 161kV,Arcata,Humboldt,"95521",CA, 
-123.780296052431,40.4796409288887,"250",SS0321,Bridgeville, ,Operational,PG&E,PG&E,U, ,,YES,YES,,,,110kV to 161kV,Bridgeville,Humboldt,"95526",CA, 
-124.0637534799,40.5411419014695,"251",SS0322,Carlotta, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Kneeland,Humboldt,"95549",CA, 
-124.21011898342,40.602617799284,"252",SS0324,Eel River, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Ferndale,Humboldt,"95536",CA, 
-124.196279963977,40.8004620119,"253",SS0325,Fairhaven, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Samoa,Humboldt,"95564",CA, 
-124.196182376617,40.8059155732472,"254",SS0326,Louisiana Pacific (Samoa),FAIRHAVEN POWER,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Samoa,Humboldt,"95564",CA, 
-123.596370692995,40.2137719760013,"255",SS0327,Fort Seward, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Blocksburg,Humboldt,"95514",CA, 
-123.837293961326,40.2858367177322,"256",SS0328,Fruitland, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Myers Flat,Humboldt,"95554",CA, 
-123.792863700434,40.1030028454209,"257",SS0329,Garberville, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Garberville,Humboldt,"95542",CA, 
-124.131839562534,40.7809095570805,"258",SS0330,Harris, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Eureka,Humboldt,"95503",CA, 
-123.682095081978,41.0564603000988,"259",SS0331,Hoopa, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Hoopa,Humboldt,"95546",CA, 
-124.112366164669,40.782579541312,"260",SS0332,Humboldt, ,Operational,PG&E,PG&E,U, ,,YES,YES,,,,110kV to 161kV,Eureka,Humboldt,"95503",CA, 
-124.209642056208,40.7403202412869,"261",SS0333,Humboldt Bay, ,Operational,PG&E,PG&E,U, ,,YES,,,,,110kV to 161kV,Eureka,Humboldt,"95503",CA, 
-124.072333114189,40.9051327784517,"262",SS0334,Janes Creek, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Arcata,Humboldt,"95521",CA, 
-124.152328639806,40.8657463336913,"263",SS0335,Sierra Pacific Lumber, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Arcata,Humboldt,"95521",CA, 
-123.873686384895,40.7678940539037,"264",SS0336,Maple Creek, ,Operational,PG&E,PG&E,U, ,,YES,YES,,,,110kV to 161kV,Korbel,Humboldt,"95550",CA, 
-124.135193372665,40.5945879618268,"265",SS0337,Newburg, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Fortuna,Humboldt,"95540",CA, 
-121.641637916615,37.8011549982316,"266",SS0338,Windmaster, ,Operational,Other,Other,M, ,,,,YES,,,220kV to 287kV,Byron,Contra Costa,"94514",CA, 
-124.103986253225,40.4809184510798,"267",SS0339,Pacific Lumber, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Scotia,Humboldt,"95565",CA, 
-123.669764722881,40.7289141868407,"268",SS0340,Ridge Cabin, ,Closed,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Korbel,Humboldt,"95550",CA,Closed per new pg&e map dated 04/99
-124.099254245096,40.4953848021498,"269",SS0341,Rio Dell, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Rio Dell,Humboldt,"95562",CA, 
-123.828223722088,40.8204925507262,"270",SS0342,Russ Ranch, ,Operational,PG&E,PG&E,U, ,,YES,,,,,110kV to 161kV,Korbel,Humboldt,"95550",CA, 
-121.120639011318,37.7332899715726,"271",SS0343,Mrip,SIMPSON PAPER (SAN JOAQUIN),Operational,Other,Other,M, ,,,YES,,,,110kV to 161kV,Ripon,San Joaquin,"95366",CA, 
-124.128409336401,41.0647318302077,"272",SS0344,Trinidad, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Trinidad,Humboldt,"95570",CA, 
-123.640092345671,40.9478708133553,"273",SS0345,Willow Creek, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Willow Creek,Humboldt,"95573",CA, 
-115.518877289535,32.9989742123472,"274",SS0346,Alamorio, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Brawley,Imperial,"92227",CA, 
-115.978523999616,33.1253260150795,"275",SS0347,Anza, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Thermal,Imperial,"92274",CA, 
-114.574579243795,32.7814948083573,"276",SS0348,Bard, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
-114.490086872577,32.8663155303232,"277",SS0349,Barret, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
-115.68875491916,33.3849562563756,"278",SS0350,Bombay, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Niland,Imperial,"92257",CA, 
-115.500260190247,32.6691047517947,"279",SS0353,Calexico, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Calexico,Imperial,"92231",CA, 
-115.51013579219,33.1265562951996,"280",SS0354,Calipatria, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Calipatria,Imperial,"92233",CA, 
-115.577970658781,32.8179093669668,"281",SS0355,Central, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-115.577822104243,32.7810536306653,"282",SS0356,Dahlia, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-116.050738163816,33.4118006525022,"283",SS0360,Desert Shores, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Thermal,Imperial,"92274",CA, 
-115.77840838378,32.7937566386408,"284",SS0361,Dixieland, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Thermal,Imperial,"92274",CA, 
-115.537135482269,32.8023366083647,"285",SS0373,El Centro, ,Operational,IID,IID,L, ,,YES,YES,YES,,,220kV to 287kV,El Centro,Imperial,"92243",CA, 
-115.57909114823,32.799628482726,"286",SS0376,Euclid, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Imperial,Imperial,"92251",CA, 
-114.984128529847,33.0535957736076,"287",SS0381,Goldfields, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
-114.884182925487,33.0470284160027,"288",SS0382,Goldmine, ,Operational,IID,IID,L, ,,YES,YES,,,,110kV to 161kV,Winterhaven,Imperial,"92283",CA, 
-115.534544763891,32.7147767149764,"289",SS0384,Heber, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-115.273700300852,32.7702881676691,"290",SS0385,Highline, ,Operational,IID,IID,L, ,,YES,,YES,,,220kV to 287kV,Holtville,Imperial,"92250",CA, 
-115.568112859371,32.9119932037479,"291",SS0386,Holly Sugar, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Brawley,Imperial,"92227",CA, 
-115.387982850397,32.8124090293596,"292",SS0387,Holtville, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Holtville,Imperial,"92250",CA, 
-115.563732895421,32.8561510847811,"293",SS0388,Imperial Valley, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Imperial,Imperial,"92251",CA, 
-115.715649841543,32.7179429272013,"294",SS0389,Imperial Valley, ,Operational,SDG&E,SDG&E,L, ,,,YES,YES,YES,,345kV to 500kV,Thermal,Imperial,"92274",CA, 
-118.423062724169,33.9084388085276,"295",SS0390,El Segundo, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,El Segundo,Los Angeles,"90245",CA, 
-114.986723862468,33.0273658018187,"296",SS0391,Mesquite, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Imperial,Imperial,"92251",CA, 
-115.434462635468,33.1923577831954,"297",SS0392,Midway, ,Operational,IID,IID,L, ,,YES,,YES,,,220kV to 287kV,Calipatria,Imperial,"92233",CA, 
-114.590072541444,32.7529338812366,"298",SS0393,No Mans Land, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
-115.031153320548,32.7062095874528,"299",SS0394,Drop 2, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
-114.942550134646,32.7111417150282,"300",SS0395,Drop 1, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
-114.712633743624,32.7365683935815,"301",SS0396,Araz, ,Operational,IID,IID,L, ,,,YES,,,,110kV to 161kV,Winterhaven,Imperial,"92283",CA, 
-115.680413352287,32.8114007063506,"302",SS0397,Navy Base, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-115.501109395268,33.2422721309131,"303",SS0398,Niland, ,Operational,IID,IID,L, ,,YES,YES,,,,110kV to 161kV,Calipatria,Imperial,"92233",CA, 
-115.542960596956,32.9869673560364,"304",SS0400,Oakley, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Brawley,Imperial,"92227",CA, 
-115.490746712938,32.6870979303478,"305",SS0403,Perry, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Calexico,Imperial,"92231",CA, 
-114.748645233594,32.7603633089126,"306",SS0404,Knob,Knob USBR,Operational,WAPA,WAPA,L, ,,,YES,,,,110kV to 161kV,Winterhaven,Imperial,"92283",CA, 
-115.857789356318,32.7918412211876,"307",SS0406,Plaster City, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Thermal,Imperial,"92274",CA, 
-115.508532827913,32.6859757099109,"308",SS0407,Pruett, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Calexico,Imperial,"92231",CA, 
-115.534206585667,32.9703917519043,"309",SS0408,Brawley, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Brawley,Imperial,"92227",CA, 
-115.969821598093,33.2852839990382,"310",SS0410,Salton City, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Thermal,Imperial,"92274",CA, 
-115.69465481119,32.7914846147713,"311",SS0412,Seeley, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-115.637660586434,32.7527007133744,"312",SS0413,Silsbee, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-115.74342445062,32.8806173674257,"313",SS0414,Superstition, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Imperial,Imperial,"92251",CA, 
-115.534023960041,32.7592992072398,"314",SS0415,Valley, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,El Centro,Imperial,"92243",CA, 
-115.283189019573,32.6993981591581,"315",SS0416,Verde, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Holtville,Imperial,"92250",CA, 
-115.618980600304,33.0380955009271,"316",SS0420,Westmorland, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Westmorland,Imperial,"92281",CA, 
-114.633455207606,32.7388589960071,"317",SS0421,Winterhaven, ,Operational,IID,IID,L, ,,YES,,,,,33kV to 92kV,Winterhaven,Imperial,"92283",CA, 
