X,Y,OBJECTID,Substation_ID,Substation_Name,Alias,Status,Owner,Map_Owner,Map_Part,Engineering_ID,kV_12_TO_32,kV_33_TO_92,kV_110_TO_161,kV_220_To_287,kV_345_To_500,kV_500_DC,Highest_kV,Postal_City,County,Zip_Code,State,Comments
-119.805217997827,35.5410950283528,"344",SS0478,Carneras, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Lost Hills,Kern,"93249",CA, 
-119.760369088535,35.4747086863601,"345",SS0479,Celeron, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Mc Kittrick,Kern,"93251",CA, 
-119.429406480604,35.0971366164491,"346",SS0480,Chalk,CHALK CLIFF,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Maricopa,Kern,"93252",CA, 
-119.325301374867,35.6080700519612,"347",SS0481,Charca, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Wasco,Kern,"93280",CA, 
-118.939868135165,35.3984005966896,"348",SS0482,Columbus, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Bakersfield,Kern,"93306",CA, 
-119.278924063018,35.0933851657936,"349",SS0483,Copus, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93311",CA, 
-119.609556929625,35.3151201134065,"350",SS0484,Cymric, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Mc Kittrick,Kern,"93251",CA, 
-119.973776318664,35.7750034032393,"351",SS0485,Devils Den, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Lost Hills,Kern,"93249",CA, 
-119.021145728823,35.4555533211988,"352",SS0486,Dexel, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-118.976421938938,35.4279732170531,"353",SS0487,Discovery, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.046027410585,35.5010341025237,"354",SS0488,Double C, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-118.971758780403,35.3557747635157,"355",SS0489,Eisen,EISEN BOLTHOUSE FARMS,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93307",CA, 
-119.376590648338,35.2260617264378,"356",SS0490,Elk Hills, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Taft,Kern,"93268",CA, 
-119.203640641062,35.6050353659257,"357",SS0491,Famoso, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Mc Farland,Kern,"93250",CA, 
-119.585281938846,35.1951728913262,"358",SS0492,Fellows, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Fellows,Kern,"93224",CA, 
-119.321469408749,35.3940417569024,"359",SS0493,Frito Lay, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93314",CA, 
-119.092675596456,35.3772626480648,"360",SS0494,Fruitvale, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.448954354314,35.5011102287478,"361",SS0495,Ganso, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Wasco,Kern,"93280",CA, 
-119.336172325463,35.1535989455045,"362",SS0496,Gardner, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Taft,Kern,"93268",CA, 
-119.579868018213,35.6016339644944,"363",SS0497,Goose Lake, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Lost Hills,Kern,"93249",CA, 
-118.926178374268,34.918330310426,"364",SS0498,Grapevine, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Lebec,Kern,"93243",CA, 
-119.062837174772,35.0205069409983,"365",SS0499,Kelley, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Frazier Park,Kern,"93225",CA, 
-119.030498733133,35.509439901412,"366",SS0502,Kern Front, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.739617324964,35.442504947849,"367",SS0503,Kernridge, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Mc Kittrick,Kern,"93251",CA, 
-119.101109817068,35.0941395180847,"368",SS0504,Lakeview, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93313",CA, 
-118.861420028955,35.2967692933935,"369",SS0505,Lamont, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93307",CA, 
-119.151814820299,35.5003610743637,"370",SS0506,Lerdo, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.767438634454,35.6658104975101,"371",SS0507,Texaco Usa Inc.,TEXACO (LOST HILLS),Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Lost Hills,Kern,"93249",CA, 
-118.921719314193,35.3611218690043,"372",SS0508,Magunden, ,Operational,PG&E,PG&E,L, ,,YES,YES,YES,,,220kV to 287kV,Bakersfield,Kern,"93306",CA, 
-119.398168534158,35.1077751178733,"373",SS0509,Maricopa, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Taft,Kern,"93268",CA, 
-119.276847304713,35.6883790925858,"374",SS0510,Mc Farland, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Mc Farland,Kern,"93250",CA, 
-119.662312258348,35.3198208271005,"375",SS0511,Sysquoc, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Mc Kittrick,Kern,"93251",CA, 
-119.624534678175,35.2424145218293,"376",SS0512,Midsun, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Fellows,Kern,"93224",CA, 
-119.452363617216,35.4036760187877,"377",SS0513,Midway, ,Operational,PG&E,PG&E,L, ,,,YES,YES,YES,,345kV to 500kV,Buttonwillow,Kern,"93206",CA, 
-119.580297805204,35.2329659978329,"378",SS0514,Mobil, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Fellows,Kern,"93224",CA, 
-119.407026447946,35.0908201295785,"379",SS0515,Moco, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Maricopa,Kern,"93252",CA, 
-119.081336818248,35.5448070263982,"380",SS0516,Mt. Poso, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.30902494023,35.2859948880152,"381",SS0518,Norco, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Tupman,Kern,"93276",CA, 
-119.100673775169,35.2084256343212,"382",SS0520,Old River, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93313",CA, 
-119.021639689436,35.2955511295612,"383",SS0521,Panama, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93307",CA, 
-119.759525553435,35.5177020830116,"384",SS0522,Petro Lewis, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Lost Hills,Kern,"93249",CA, 
-119.075432714707,35.5477561703911,"385",SS0524,Ultra Power (Ogle), ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.260702919506,35.4420246641524,"386",SS0525,Rio Bravo, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93314",CA, 
-118.822619071167,35.4298184960005,"387",SS0526,Rio Bravo Hydro, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93306",CA, 
-118.942789603299,34.9918244357259,"388",SS0527,Rose, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Arvin,Kern,"93203",CA, 
-119.077920552731,35.3771581425157,"389",SS0528,Rosedale, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-118.878104329861,35.0923922930713,"390",SS0529,San Bernard, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Arvin,Kern,"93203",CA, 
-119.582334727122,35.1933422991629,"391",SS0530,Santa Fe Energy,KING ELLIS,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Fellows,Kern,"93224",CA, 
-119.437511532032,35.6007407623839,"392",SS0531,Semitropic, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Wasco,Kern,"93280",CA, 
-119.317788946883,35.5138998971224,"393",SS0532,Shafter, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Shafter,Kern,"93263",CA, 
-119.029690305711,35.4839506134394,"394",SS0533,Badger Creek Cogen, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.45532910412,35.7178165507013,"395",SS0534,Smyrna, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Wasco,Kern,"93280",CA, 
-118.567000808478,35.1088116386479,"396",SS0535,Stallion, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Tehachapi,Kern,"93561",CA, 
-119.06762182313,35.3170519802543,"397",SS0536,Stockdale, ,Operational,PG&E,PG&E,L, ,,,YES,YES,,,220kV to 287kV,Bakersfield,Kern,"93313",CA, 
-119.443817964576,35.0932241989044,"398",SS0537,Berry Petroleum,SUNSET,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Maricopa,Kern,"93252",CA, 
-119.482015341339,35.1359412083381,"399",SS0539,Taft, ,Operational,Other,Other,L, ,,YES,YES,,,,110kV to 161kV,Taft,Kern,"93268",CA, 
-119.44068499803,35.091751251484,"400",SS0540,Tannehill Electric Co., ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Maricopa,Kern,"93252",CA, 
-118.97962599406,35.019646473648,"401",SS0541,Tecuya, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93313",CA, 
-118.955143507398,35.0196490744781,"402",SS0542,Tejon, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93307",CA, 
-119.696175053919,35.3827432107489,"403",SS0543,Temblor, ,Operational,PG&E,PG&E,L, ,,YES,YES,,,,110kV to 161kV,Mc Kittrick,Kern,"93251",CA, 
-119.571247849631,35.1943363143305,"404",SS0544,Midset, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Fellows,Kern,"93224",CA, 
-119.270643095006,35.3541561588125,"405",SS0545,Tupman, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93314",CA, 
-119.858085471506,35.7306515724541,"406",SS0546,Twisselman, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Lost Hills,Kern,"93249",CA, 
-119.006514757725,35.5765274370431,"407",SS0547,Rio Bravo Poso, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-118.959036196105,35.5926573349393,"408",SS0549,Vedder, ,Operational,Other,Other,L, ,,YES,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.326181905539,35.6018061478083,"409",SS0550,Wasco, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Wasco,Kern,"93280",CA, 
-118.879995948109,35.2237422795788,"410",SS0551,Weedpatch, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93307",CA, 
-118.778962033676,35.224315308354,"411",SS0552,Wellfield, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Arvin,Kern,"93203",CA, 
-119.040304224561,35.3739228576168,"412",SS0553,West Park, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93301",CA, 
-118.975952262356,35.0887477930993,"413",SS0554,Wheeler Ridge, ,Operational,PG&E,PG&E,L, ,,YES,YES,YES,,,220kV to 287kV,Bakersfield,Kern,"93307",CA, 
-118.977493162089,35.4279519741888,"414",SS0555,Witco, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-119.592425348001,35.2960631183392,"415",SS0556,Getty Oil, ,Operational,Other,Other,L, ,,,YES,,,,110kV to 161kV,Mc Kittrick,Kern,"93251",CA, 
-119.020723623393,35.4407006516844,"416",SS0557,Kern Oil, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Bakersfield,Kern,"93308",CA, 
-118.686115452127,34.8155006367618,"417",SS0558,Alamo, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lancaster,Los Angeles,"93536",CA, 
-118.524754298865,35.5881033248895,"418",SS0560,Borel, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Bodfish,Kern,"93205",CA, 
-118.374109033888,35.1238891038087,"419",SS0561,Breeze, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Tehachapi,Kern,"93561",CA, 
-119.204493158063,35.70369433343,"420",SS0562,Browning, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Mc Farland,Kern,"93250",CA, 
-118.310809784962,35.0302607279566,"421",SS0563,Cal Cement, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Mojave,Kern,"93501",CA, 
-117.953054907697,34.9405690405937,"422",SS0565,Corum, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Edwards,Kern,"93523",CA, 
-118.494655000697,35.1096586664861,"423",SS0566,Cummings, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Tehachapi,Kern,"93561",CA, 
-119.242473631748,35.7755089382582,"424",SS0567,Delano, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Delano,Kern,"93215",CA, 
-118.826272665224,34.9412350450947,"425",SS0569,Edmonston, ,Operational,Other,Other,L, ,,YES,,YES,,,220kV to 287kV,Rosamond,Kern,"93560",CA, 
-117.891082247398,34.9844728030494,"426",SS0570,Edwards, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Edwards,Kern,"93523",CA, 
-119.009886856608,34.814994891354,"427",SS0572,Frazier Park, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Frazier Park,Kern,"93225",CA, 
-118.69506026242,35.7222448880752,"428",SS0573,Glennville, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Glennville,Kern,"93226",CA, 
-118.186144021422,35.0541039735986,"429",SS0574,Goldtown, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Mojave,Kern,"93501",CA, 
-118.155455011619,34.8373775223785,"430",SS0575,Great Lakes, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Rosamond,Kern,"93560",CA, 
-118.55638974115,35.738366704415,"431",SS0576,Greenhorn, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Wofford Heights,Kern,"93285",CA, 
-118.527559206211,35.4836827543434,"432",SS0577,Havilah, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Caliente,Kern,"93518",CA, 
-117.70402271796,35.0141177100984,"433",SS0578,Holgate, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Edwards,Kern,"93523",CA, 
-117.795788635,35.6525137698971,"434",SS0579,Inyokern, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Inyokern,Kern,"93527",CA, 
-118.478243648461,35.632653579294,"435",SS0580,Isabella, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lake Isabella,Kern,"93240",CA,Check bing on imagery
-118.432352037428,35.7725071598968,"436",SS0583,Kernville, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Kernville,Kern,"93238",CA, 
-118.481842225205,35.6443984879887,"437",SS0584,Lakegen, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lake Isabella,Kern,"93240",CA, 
-118.423274960623,35.3069005795613,"438",SS0585,Loraine, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Caliente,Kern,"93518",CA, 
-118.379659769842,35.1237569244966,"439",SS0587,Monolith, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Tehachapi,Kern,"93561",CA, 
-121.832257860016,38.1252970547282,"440",SS0591,Shiloh I, ,Operational,Other,Other,M, ,,,,YES,,,220kV to 287kV,Rio Vista,Solano,"94571",CA, 
-119.233357641447,35.7189459791797,"441",SS0592,Pandol, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Delano,Kern,"93215",CA,Strange looking but check bing map on bird's eye
-118.843115414776,34.9352728500604,"442",SS0593,Pastoria, ,Operational,SCE,SCE,L, ,,YES,,YES,,,220kV to 287kV,Rosamond,Kern,"93560",CA, 
-119.129795807799,35.7328547794152,"443",SS0594,Quinn,ULTRAGEN,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Delano,Kern,"93215",CA, 
-117.647433776813,35.3652185796773,"444",SS0595,Randsburg, ,Operational,SCE,SCE,L, ,,YES,YES,YES,,,220kV to 287kV,Johannesburg,Kern,"93528",CA, 
-117.697719280793,34.9301413350031,"445",SS0596,Rocket Test, ,Operational,SCE,SCE,L, ,,YES,YES,,,,110kV to 161kV,Edwards,Kern,"93524",CA, 
-118.237318832462,34.8642763635632,"446",SS0597,Rosamond, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Rosamond,Kern,"93560",CA, 
-117.896271130755,34.8799533675032,"447",SS0598,Southbase, ,Operational,SCE,SCE,L, ,,,YES,,,,110kV to 161kV,Edwards,Kern,"93524",CA, 
-118.492495663171,35.4110204659653,"448",SS0602,Walker Basin, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Caliente,Kern,"93518",CA, 
-118.262809167134,35.6666277554445,"449",SS0603,Weldon, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Weldon,Kern,"93283",CA, 
-118.751054332573,34.8194089620701,"450",SS0604,Westpac, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Lebec,Kern,"93243",CA, 
-118.990402927057,35.4522656619178,"451",SS0606,Sycamore, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Bakersfield,Kern,"93308",CA, 
-119.553592966201,36.0851394535516,"452",SS0607,Boswell, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Corcoran,Kings,"93212",CA, 
-119.571695755351,35.9920283612555,"453",SS0610,Angiola, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Kettleman City,Kings,"93239",CA, 
-119.6472979488,36.2686929275013,"454",SS0611,Armstrong, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Hanford,Kings,"93230",CA, 
-120.117145656327,35.9781172931508,"455",SS0612,Avenal, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Avenal,Kings,"93204",CA, 
-119.557180074071,36.1093959541582,"456",SS0614,Corcoran, ,Operational,PG&E,PG&E,L, ,,,YES,,,,110kV to 161kV,Corcoran,Kings,"93212",CA, 
-119.655212093865,36.2263083726189,"457",SS0615,Guernsey, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Hanford,Kings,"93230",CA, 
-119.648928086354,36.2696452957433,"458",SS0616,Hanford, ,Operational,Other,Other,L, ,,YES,,,,,33kV to 92kV,Hanford,Kings,"93230",CA, 
-119.685836304235,36.4041215380017,"459",SS0617,Hardwick, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Hanford,Kings,"93230",CA, 
-119.903259314181,36.2419145732169,"460",SS0618,Henrietta, ,Operational,PG&E,PG&E,L, ,,YES,,YES,,,220kV to 287kV,Lemoore,Kings,"93245",CA, 
-119.779901245751,36.2224061168204,"461",SS0619,Jacobs Corner, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Lemoore,Kings,"93245",CA, 
-120.111378981225,36.0435894989294,"462",SS0620,Kettleman Hills, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Avenal,Kings,"93204",CA, 
-119.798287953565,36.3093288158333,"463",SS0621,Lemoore, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Lemoore,Kings,"93245",CA, 
-119.653599286652,36.276328422906,"464",SS0622,Reserve Oil, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Hanford,Kings,"93230",CA, 
-119.949470699229,36.0034478139445,"465",SS0623,Tulare Lake, ,Operational,PG&E,PG&E,L, ,,YES,,,,,33kV to 92kV,Kettleman City,Kings,"93239",CA, 
-122.89398733541,39.0077625017545,"466",SS0638,Clear Lake, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Lakeport,Lake,"95453",CA, 
-122.810138754274,38.8290433557019,"467",SS0639,Eagle Rock, ,Operational,PG&E,PG&E,M, ,,YES,YES,,,,110kV to 161kV,Geyserville,Sonoma,"95441",CA, 
-122.932554400802,39.0772090613829,"468",SS0640,Hartley, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Lakeport,Lake,"95453",CA, 
-122.740992885429,38.9323253486863,"469",SS0641,Konocti, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Kelseyville,Lake,"95451",CA, 
-122.617354064983,38.9106356819421,"470",SS0642,Lower Lake, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Lower Lake,Lake,"95457",CA, 
-122.812824732554,39.1103818352932,"471",SS0643,Lucerne, ,Operational,PG&E,PG&E,U, ,,,YES,,,,110kV to 161kV,Nice,Lake,"95464",CA, 
-122.60870912765,38.7529122040484,"472",SS0644,Middletown, ,Operational,PG&E,PG&E,M, ,,YES,,,,,33kV to 92kV,Middletown,Lake,"95461",CA, 
-122.662369856332,39.0275300134774,"473",SS0645,Redbud, ,Operational,PG&E,PG&E,M, ,,,YES,,,,110kV to 161kV,Clearlake Oaks,Lake,"95423",CA, 
-122.916644944757,39.1457354748711,"474",SS0646,Upper Lake, ,Operational,PG&E,PG&E,U, ,,YES,YES,,,,110kV to 161kV,Lakeport,Lake,"95453",CA, 
-121.277986707015,40.7448869493454,"475",SS0647,Halls Flat, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Mcarthur,Lassen,"96056",CA, 
-120.540330455135,40.3149894957443,"476",SS0648,Janesville, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Janesville,Lassen,"96114",CA, 
-120.422615574559,40.3654674946067,"477",SS0649,Standish, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Susanville,Lassen,"96130",CA, 
-120.667095996806,40.4174878664829,"478",SS0650,Susan, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Susanville,Lassen,"96130",CA, 
-120.526503357516,40.3977987758326,"479",SS0652,Leavitt, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Susanville,Lassen,"96130",CA, 
-120.351938110078,40.1552612366165,"480",SS0653,Milford, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Milford,Lassen,"96121",CA, 
-120.503476283381,40.9608294185841,"481",SS0654,Madeline, ,Operational,Other,Other,U, ,,YES,,,YES,,345kV to 500kV,Termo,Lassen,"96132",CA, 
-121.091571006518,40.5880659972724,"482",SS0655,Bogard, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Mcarthur,Lassen,"96056",CA, 
-121.088110568823,40.269343316045,"483",SS0656,Hamilton Branch, ,Operational,PG&E,PG&E,U, ,,YES,,,,,33kV to 92kV,Westwood,Plumas,"96137",CA, 
-121.001671405232,40.2999741069569,"484",SS0658,Westwood, ,Operational,Other,Other,U, ,,YES,,,,,33kV to 92kV,Susanville,Lassen,"96130",CA,Co owner lmud
-118.28418441275,34.1626979430945,"485",SS0659,Airway, ,Operational,Other,Other,L, ,,YES,,YES,,,220kV to 287kV,Glendale,Los Angeles,"91201",CA, 
-118.312874819064,33.9465041659895,"486",SS0660,Gramercy, ,Operational,LADWP,LADWP,L, ,,,YES,,,,110kV to 161kV,Los Angeles,Los Angeles,"90047",CA, 
-118.303307459696,33.8477688035455,"487",SS0661,Halldale, ,Operational,LADWP,LADWP,L, ,,YES,YES,,,,110kV to 161kV,Torrance,Los Angeles,"90501",CA, 
-118.425917319189,33.9316855653581,"488",SS0662,Hyperion, ,Operational,LADWP,LADWP,L, ,,YES,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90045",CA, 
-118.458760943716,34.2735653684314,"489",SS0663,San Fernando, ,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Mission Hills,Los Angeles,"91345",CA, 
-118.30962720926,33.9264425228878,"490",SS0665,Imperial, IMPERIAL TERMINAL TOWER,Operational,LADWP,LADWP,L, ,,,YES,,,,110kV to 161kV,Los Angeles,Los Angeles,"90047",CA, 
-118.488385719769,34.0682794367525,"491",SS0666,Kenter Canyon, ,Operational,LADWP,LADWP,L, ,,,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90049",CA, 
-118.39402946092,33.9903173015012,"492",SS0667,Movie,LA BREA,Operational,SCE,SCE,L, ,,YES,,,,,33kV to 92kV,Culver City,Los Angeles,"90230",CA, 
-118.358740859452,34.105970935761,"493",SS0668,Nichols Canyon, ,Operational,LADWP,LADWP,L, ,,,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90046",CA, 
-118.450515533192,34.3078673531867,"494",SS0669,Olive, ,Operational,LADWP,LADWP,L, ,,YES,,,,,33kV to 92kV,Sylmar,Los Angeles,"91342",CA,Switching station per ladmp binder tab # 15 drawing # tm 15-2-1 dated 01-10-83
-118.47831923745,34.2806479619148,"495",SS0670,Rinaldi, ,Operational,LADWP,LADWP,L, ,,YES,,YES,YES,,345kV to 500kV,Granada Hills,Los Angeles,"91344",CA, 
-118.229877065482,34.037725321556,"496",SS0671,River, ,Operational,LADWP,LADWP,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90021",CA, 
-118.226107411285,34.0670974086445,"497",SS0673,Sta. A (St. John), ,Operational,LADWP,LADWP,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90012",CA, 
-118.255149831544,33.9482771433192,"498",SS0674,Sta. B (Century), ,Operational,LADWP,LADWP,L, ,,,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90002",CA, 
-118.257868884672,33.798190400612,"499",SS0675,Sta. C (Wilmington), ,Operational,LADWP,LADWP,L, ,,YES,YES,,,,110kV to 161kV,Wilmington,Los Angeles,"90744",CA, 
-118.370745563626,34.0382469478085,"500",SS0676,Sta. D (Fairfax), ,Operational,LADWP,LADWP,L, ,,,YES,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90034",CA, 
-118.359828304966,34.1762125402676,"501",SS0677,Sta. E (Toluca), ,Operational,LADWP,LADWP,L, ,,YES,,YES,,,220kV to 287kV,North Hollywood,Los Angeles,"91601",CA, 
-118.203828176577,34.0154330432631,"502",SS0678,Sta. F (Velasco), ,Operational,LADWP,LADWP,L, ,,YES,,YES,,,220kV to 287kV,Los Angeles,Los Angeles,"90023",CA, 
