Resource ID,Local Area,Matched Zone,Generator Name,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Dispatchable,Path Designation,Deliverability Status,Deliverability MW,Internal Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLDRIV_6_LKVBM1,Kern,ZP26,Lakeview Dairy Biogas,0.97,0.96,0.96,0.95,0.94,0.95,0.94,0.95,0.96,0.96,0.98,0.97,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLDRV1_6_SOLAR,Kern,ZP26,Old River One,0.1,0.1,0.1,0.27,1.05,7.66,11.98,4.02,8.01,0.13,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLINDA_2_COYCRK,LA Basin,SP15,MWD Coyote Creek Hydroelectric Recovery ,0,0,0,0,0,0,0,0,0.8,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLINDA_2_LNDFL2,LA Basin,SP15,Brea Power II,26.18,26.3,26.12,24.73,26.1,24.96,24.96,25.15,25.15,25.37,25.78,25.92,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLINDA_7_BLKSND,LA Basin,SP15,BlackSand Generating Facility,0,0,0,0,0,0,0,0,0,0,0,0,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVEP_1_SOLAR,CAISO System,ZP26,White River Solar,0.1,0.1,0.1,0.27,1.05,7.66,11.98,4.02,8.01,0.13,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVEP_1_SOLAR2,CAISO System,ZP26,White River West,0.1,0.1,0.1,0.26,1.04,7.57,11.83,3.97,7.91,0.13,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLSEN_2_UNIT,CAISO System,NP15,OLSEN POWER PARTNERS,1.58,0.67,1.89,2.47,3.42,1.85,0.2,0,0,0.11,0.08,0.48,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAR_2_UNIT 1,Big Creek-Ventura,SP15,KERN RIVER COGENERATION CO. UNIT 1,75,75,75,75,74.67,73.67,73,72.67,73.67,74.33,75,75,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAR_2_UNIT 2,Big Creek-Ventura,SP15,KERN RIVER COGENERATION CO. UNIT 2,75,75,75,75,74.67,73.67,73.33,73,73.67,74.67,75,75,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAR_2_UNIT 3,Big Creek-Ventura,SP15,KERN RIVER COGENERATION CO. UNIT 3,75,75,75,75,73.67,73.67,73.33,73,73.67,75,75,75,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OMAR_2_UNIT 4,Big Creek-Ventura,SP15,KERN RIVER COGENERATION CO. UNIT 4,75,75,75,75,74,73.33,73.67,73.67,74.33,75,75,75,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONLLPP_6_UNITS,Fresno,NP15,O'NEILL PUMP-GEN (AGGREGATE),0,0.16,0.07,0.08,12.32,1.57,1.44,0.55,0.03,1,0.13,0,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORLND_6_HIGHLI,CAISO System,NP15,High Line Canal Hydro,0,0,0,0.04,0.03,0,0,0,0,0,0,0,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORLND_6_SOLAR1,CAISO System,NP15,Enerparc California 2,0.1,0.1,0.1,0.1,0.11,0.85,1.09,0.4,0.71,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORMOND_7_UNIT 1,Big Creek-Ventura,SP15,ORMOND BEACH GEN STA. UNIT 1,741.27,741.27,741.27,741.27,741.27,741.27,741.27,741.27,741.27,741.27,741.27,741.27,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORMOND_7_UNIT 2,Big Creek-Ventura,SP15,ORMOND BEACH GEN STA. UNIT 2,750,750,750,750,750,750,750,750,750,750,750,750,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OROLOM_1_SOLAR1,Fresno,NP15,Oro Loma Solar 1,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OROLOM_1_SOLAR2,Fresno,NP15,Oro Loma Solar 2,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OROVIL_6_UNIT,Sierra,NP15,"Oroville Cogeneration, LP",7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORTGA_6_ME1SL1,Fresno,NP15,Merced 1,0.1,0.1,0.1,0.1,0.21,1.7,2.19,0.8,1.43,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSO_6_NSPIN,Big Creek-Ventura,SP15,OSO_6_NSPIN,18,18,18,18,18,18,18,18,18,18,18,18,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTAY_6_PL1X2,San Diego-IV,SP15,"Chula Vista Energy Center, LLC",37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,37.2,Y,South,PD,37.20,2.8 MW expansion is EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTMESA_2_PL1X3,San Diego-IV,SP15,OTAY MESA ENERGY CENTER,603.6,603.6,603.6,603.6,603.6,603.6,603.6,603.6,603.6,603.6,603.6,603.6,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXBOW_6_DRUM,Sierra,NP15,OXBOW HYDRO,1.43,1.19,1.02,1.39,0.82,0.78,2.85,3.28,2.76,0.02,0.87,1.51,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXMTN_6_LNDFIL,Bay Area,NP15,Ox Mountain Landfill Generating Plant,10.62,10.58,10.62,10.61,10.62,10.38,10.61,10.52,10.58,10.1,10.62,10.62,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACLUM_6_UNIT,Humboldt,NP15,Humboldt Redwood,12.92,11.36,10.5,15.13,15.92,16.24,13.53,10.96,14.44,15.74,13.04,13.55,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADUA_2_ONTARO,LA Basin,SP15,ONTARIO/SIERRA HYDRO PSP,0.52,0.59,0.46,0.74,0.81,0.74,0.74,0.63,0.51,0.48,0.44,0.46,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADUA_2_SOLAR1,LA Basin,SP15,Kona Solar - Rancho DC #1,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADUA_6_MWDSDM,LA Basin,SP15,San Dimas Hydroelectric Recovery Plant,2.4,2.4,3.6,2.4,6,0.8,0.8,0.8,1.6,8,6.4,4.8,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADUA_6_QF,LA Basin,SP15,PADUA QFS,0.18,0.24,0.26,0.37,0.37,0.38,0.41,0.39,0.41,0.38,0.35,0.27,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PADUA_7_SDIMAS,LA Basin,SP15,San Dimas Wash Hydro,0,0,0,0,1.05,1.05,1.05,1.05,1.05,0,0,0,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAIGES_6_SOLAR,Fresno,NP15,Paige Solar,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALA_6_PGCBT1,San Diego-IV,SP15,Pala Gomez Creek BESS,0,0,0,0,0,0,0,0,0,0,0,0,Y,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALOMR_2_PL1X3,San Diego-IV,SP15,Palomar Energy Center,588.21,588.21,588.21,588.21,588.21,588.21,588.21,588.21,588.21,588.21,588.21,588.21,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALSEL_6_PLSBT1,Stockton,NP15,Paulsell Solar Energy Center BESS,15,15,15,15,15,15,15,15,15,15,15,15,Y,North,ID,100%,Q1350 - Waiting for Vierra Loop-in. Co-located with Paulsell Solar Energy Center PV PALSEL_6_PLSSR1. Limit Max 20 MW at POI.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALSEL_6_PLSSR1,Stockton,NP15,Paulsell Solar Energy Center PV,0.03,0.03,0.03,0.08,0.43,3.47,4.46,3.03,2.91,0.02,0.03,0.03,Y,North,ID,30.58%,Q1350 - Waiting for Vierra Loop-in. PD to 30.58 percent. Co-located with Paulsell Solar Energy Center BESS PALSEL_6_PLSBT1. Limit Max 20 MW at POI.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANERO_2_MWPWD1,LA Basin,SP15,Mesa Wind Project,9.1,9.7,15.75,18.8,19.69,20.65,17.12,14.54,12.68,10.72,8.92,9.41,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARDEB_6_UNITS,CAISO System,NP15,Pardee Power House,19.5,18.1,8.9,19.5,24.5,27.94,18.5,19.98,18.38,17.7,16.62,19.7,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARDSE_6_PESBT1,San Diego-IV,SP15,Paradise Energy Storage,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBLOSM_2_SOLAR,CAISO System,SP15,PearBlossom,0.1,0.1,0.1,0.1,0.31,4.04,6.39,1.93,3.7,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEABDY_2_LNDFIL,CAISO System,NP15,G2 Energy Hay Road Power Plant,1.53,1.49,1.5,1.46,1.46,1.34,1.39,1.5,1.5,1.51,1.52,1.52,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEABDY_2_LNDFL1,CAISO System,NP15,Potrero Hills Energy Producers,7.19,7.5,7.47,7.16,6.79,7.28,7.54,7.53,7.51,7.33,7.36,7.18,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEARBL_2_NSPIN,CAISO System,SP15,PEARBL_2_NSPIN,21,21,21,46,46,46,46,46,46,46,46,46,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEASE_1_TBEBT1,Sierra,NP15,Tierra Buena Energy Storage,5,5,5,5,5,5,5,5,5,5,5,5,Y,North,PD,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEORIA_1_SOLAR,Stockton,NP15,Sonora 1,0.1,0.1,0.1,0.1,0.1,0.57,0.9,0.3,0.6,0.1,0.1,0.1,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERGRN_2_PRSBT1,San Diego-IV,SP15,Peregrine Storage,,,,,100,100,100,100,100,100,100,100,Y,South,PD,100.00,200 MW - 400 MWh - battery with 100 MW FC and 100 MW EO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP02,Bay Area,NP15,PGCC_1_PDRP02,,,0.34,0.8,0,0,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP04,Bay Area,NP15,PGCC_1_PDRP04,,,,,0.1,0.2,0.5,0.5,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP100,Bay Area,Not found,PGCC_1_PDRP100,,,,,,,0.11,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP16,Bay Area,NP15,PGCC_1_PDRP16,,,,,0.1,0,0,0.33,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP17,Bay Area,NP15,PGCC_1_PDRP17,,0.52,0,0.69,0.5,0,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP18,Bay Area,NP15,PGCC_1_PDRP18,0.13,0,0.91,0.1,0.43,0,0.42,0.13,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP19,Bay Area,NP15,PGCC_1_PDRP19,0.51,0.27,0.15,0.17,0,0.32,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP20,Bay Area,NP15,PGCC_1_PDRP20,,,,0.1,0,0.2,0.1,0.33,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP21,Bay Area,NP15,PGCC_1_PDRP21,,,,,0.11,0,0,0.11,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP22,Bay Area,NP15,PGCC_1_PDRP22,,0.12,0,0,0.11,0.12,0.1,0.17,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP25,Bay Area,NP15,PGCC_1_PDRP25,0.28,0.26,0,0,0.41,0.1,0,0.27,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP31,Bay Area,NP15,PGCC_1_PDRP31,0.5,0.28,0.1,0,0,0.13,0.12,0.48,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP32,Bay Area,NP15,PGCC_1_PDRP32,0.45,0,0,0,0,0.14,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP33,Bay Area,NP15,PGCC_1_PDRP33,,0.55,0,0,0.11,0.1,0.14,0.11,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP34,Bay Area,NP15,PGCC_1_PDRP34,,,,,,,0.13,0.11,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP35,Bay Area,NP15,PGCC_1_PDRP35,,,,,,0.56,0.57,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP41,Bay Area,NP15,VLTS_PDR_PGCC_03,,,,0.75,0.75,0.75,0.21,0.48,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP60,Bay Area,Not found,VLTS_PDR_PGCC_D,,,,,,,0.11,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP98,Bay Area,Not found,PGCC_1_PDRP98,,,,,,0.46,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGCC_1_PDRP99,Bay Area,Not found,PGCC_1_PDRP99,,,,,,,,0.26,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP05,Bay Area,NP15,PGEB_2_PDRP05,0.62,0.62,0.68,1.31,1.93,2.66,2.59,2.25,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP100,Bay Area,NP15,PGEB_2_PDRP100,,,0.27,0.85,0.78,0.7,0.57,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP101,Bay Area,NP15,PGEB_2_PDRP101,,,,0.53,0,0.12,0,0.24,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP102,Bay Area,NP15,PGEB_2_PDRP102,0.17,0,0.12,0.6,0,0,0,0.27,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP104,Bay Area,NP15,PGEB_2_PDRP104,,,,0.8,0,0,0.12,0.23,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP105,Bay Area,NP15,PGEB_2_PDRP105,,,0.23,0,0,0.45,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP107,Bay Area,NP15,VLTS_PDR_PGEB_02,,,,,,,0.11,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP57,Bay Area,NP15,PGEB_2_PDRP57,,,,,,,0.39,0.73,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP58,Bay Area,NP15,PGEB_2_PDRP58,,,,,,,0.56,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP60,Bay Area,NP15,PGEB_2_PDRP60,,,,,0.54,0,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP61,Bay Area,NP15,PGEB_2_PDRP61,,,0.86,0,0.5,0,0.58,0.51,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGEB_2_PDRP62,Bay Area,NP15,PGEB_2_PDRP62,,,,,0.1,0,0,0,0,0,0,0,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
