Resource ID,Local Area,Matched Zone,Generator Name,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Dispatchable,Path Designation,Deliverability Status,Deliverability MW,Internal Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIRLD_1_MD1SL1,Fresno,NP15,Madera 1,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAIRLD_1_MD2BM1,Fresno,NP15,Madera Digester Genset 2,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIS_1_SOLAR1,Sierra,NP15,Grasslands 3,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIS_1_SOLAR2,Sierra,NP15,Grasslands 4,0,0,0,0,0,0,0,0,0,0,0,0,N,North,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVIS_7_MNMETH,Sierra,NP15,MM Yolo Power LLC,2.04,2.46,2.53,2.45,1.98,2.01,1.86,2.21,2.26,2.39,2.24,2.07,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEADCK_1_UNIT,Sierra,NP15,DEADCK_1_UNIT,0.21,0.28,0.23,0.41,0.23,0.08,0.04,0.02,0,0,0,0.03,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEERCR_6_UNIT 1,Sierra,NP15,DEER CREEK,0.82,0.96,0.76,1.21,2.04,2.26,2.66,3.7,3.26,2.24,0.92,1.24,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_ALASB2,LA Basin,SP15,Los Alamitos 2,5.1,5.1,5.1,5.1,5.32,9.25,10,7.03,8.9,5.1,5.1,5.1,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLAR1,LA Basin,SP15,Golden Springs Building H,0.1,0.1,0.1,0.1,0.1,0.64,1.01,0.3,0.58,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLAR2,LA Basin,SP15,Golden Springs Building M,0.1,0.1,0.1,0.1,0.1,0.74,1.18,0.36,0.68,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLAR3,LA Basin,SP15,Golden Springs Building G,0.1,0.1,0.1,0.1,0.1,0.53,0.84,0.25,0.49,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLAR4,LA Basin,SP15,Golden Springs Building F,0.1,0.1,0.1,0.1,0.1,0.55,0.87,0.26,0.51,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLAR5,LA Basin,SP15,Golden Springs Building L,0.1,0.1,0.1,0.1,0.1,0.43,0.67,0.2,0.39,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLAR6,LA Basin,SP15,Freeway Springs,0.1,0.1,0.1,0.1,0.1,0.85,1.35,0.41,0.78,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLRC1,LA Basin,SP15,Golden Springs Building C1,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELAMO_2_SOLRD,LA Basin,SP15,Golden Solar Building D,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELSUR_6_BSOLAR,Big Creek-Ventura,SP15,Central Antelope Dry Ranch B,0.1,0.1,0.1,0.1,0.1,1.28,2.02,0.61,1.17,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELSUR_6_CREST,Big Creek-Ventura,SP15,Delsur Aggregate Solar Resources,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELSUR_6_DRYFRB,Big Creek-Ventura,SP15,Dry Farm Ranch B ,0.1,0.1,0.1,0.1,0.16,2.13,3.36,1.01,1.95,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELSUR_6_SOLAR1,Big Creek-Ventura,SP15,Summer Solar North ,0.1,0.1,0.1,0.1,0.21,2.76,4.37,1.32,2.53,0.1,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELSUR_6_SOLAR4,Big Creek-Ventura,SP15,Radiance Solar 4,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELSUR_6_SOLAR5,Big Creek-Ventura,SP15,Radiance Solar 5,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELTA_2_PL1X4,Bay Area,NP15,DELTA ENERGY CENTER AGGREGATE,880,880,880,880,880,880,880,873,873,880,880,880,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVERS_1_SEPV05,LA Basin,SP15,SEPV 5,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVERS_1_SOLAR,LA Basin,SP15,Cascade Solar,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVERS_1_SOLAR1,LA Basin,SP15,SEPV8,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVERS_1_SOLAR2,LA Basin,SP15,SEPV9,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVERS_2_CS2SR4,LA Basin,SP15,Caliente Solar 2,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVERS_2_DHSPG2,LA Basin,SP15,Desert Hot Springs 2,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEXZEL_1_UNIT,Kern,ZP26,Western Power and Steam Cogeneration,20,20,20,20,20,20,20,20,20,20,20,20,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIABLO_7_UNIT 1,CAISO System,ZP26,Diablo Canyon Unit 1,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIABLO_7_UNIT 2,CAISO System,ZP26,Diablo Canyon Unit 2,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISCOV_1_CHEVRN,Kern,ZP26,CHEVRON USA (EASTRIDGE),6.63,9.14,5.09,3.93,4.54,5.3,4.21,8.55,7.98,5.19,5.16,8.87,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIXNLD_1_LNDFL,Bay Area,NP15,Zero Waste Energy,0.84,0.8,0.88,0.97,0.91,0.95,1,1,0.97,1,0.99,0.98,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMDVLY_1_UNITS,LA Basin,SP15,Diamond Valley Lake Pump Gen,0,3.13,0.49,0,0,0,0,0,0,0,0,0,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DONNLS_7_UNIT,Stockton,NP15,Donnells Hydro,72,72,72,72,72,72,72,72,72,72,72,72,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSMGO_2_NSPIN,CAISO System,NP15,DOSMGO_2_NSPIN,16.26,16.26,16.26,16.26,15.21,16.26,16.26,16.26,16.26,13.64,16.26,16.26,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLC_1_UNITS,Kern,ZP26,"DOUBLE ""C"" LIMITED",52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,52.23,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_D4SR4B,CAISO System,SP15,Dracker Solar Unit 4B,0.1,0.1,0.1,0.3,2.01,26.58,42.06,12.69,24.35,0.11,0.1,0.1,N,South,FC,,Group name: DRACKER_294_5 - Max to grid 62.5 MW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_DS3SR3,CAISO System,SP15,Dracker Solar Unit 3,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,Group name: DRACKER_294_3 - Max to grid 125 MW. Co-located with DRACKR_2_DSUBT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_DS4SR4,CAISO System,SP15,Dracker Solar Unit 4A,0.1,0.1,0.1,0.3,2.01,15.5,15.5,12.69,15.5,0.11,0.1,0.1,N,South,PD,15.50,Group name: DRACKER_294_4 - Max to grid 62.5 MW. Max 15.5 MW NQC. Co-located with DRACKR_2_DSUBT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_DSUBT1,CAISO System,SP15,Dracker Solar Unit 1 BESS,63,63,63,63,63,63,63,63,63,63,63,63,Y,South,FC,,Group name: DRACKER_294_1 - Max to grid 110 MW. Co-located with DSRTSN_2_SOLAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_DSUBT2,CAISO System,SP15,Dracker Solar Unit 2 BESS,115,115,115,115,115,115,115,115,115,115,115,115,Y,South,FC,,Group name: DRACKER_294_2 - Max to grid 125 MW. Co-located with DRACKR_2_SOLAR2 (EO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_DSUBT3,CAISO System,SP15,Dracker Solar Unit 3 BESS,115,115,115,115,115,115,115,115,115,115,115,115,Y,South,FC,,Group name: DRACKER_294_3 - Max to grid 125 MW. Co-located with DRACKR_2_DS3SR3 (EO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_DSUBT4,CAISO System,SP15,Dracker Solar Unit 4 BESS,47,47,47,47,47,47,47,47,47,47,47,47,Y,South,FC,,Group name: DRACKER_294_4 - Max to grid 62.5 MW. Co-located with DRACKR_2_DS4SR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_SOLAR1,CAISO System,SP15,Dracker Solar Unit 1,0.1,0.1,0.1,0.32,1.67,27.83,47,13.49,29.43,0.17,0.1,0.1,N,South,PD,47.00,Group name: DRACKER_294_1 - Max to grid 110 MW. Max 47 MW NQC. Co-located with DRACKR_2_DSUBT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRACKR_2_SOLAR2,CAISO System,SP15,Dracker Solar Unit 2,0,0,0,0,0,0,0,0,0,0,0,0,N,South,EO,,Group name: DRACKER_294_2 - Max to grid 125 MW. Co-located with DRACKR_2_DSUBT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DREWS_6_PL1X4,LA Basin,SP15,Drews Generating Plant,40,40,40,40,40,40,40,40,40,40,40,40,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DREWSR_2_BHSSR1,San Diego-IV,SP15,Blue Hornet Solar,0.1,0.1,0.1,0.48,3.22,42.52,67.29,20.3,38.96,0.18,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUM_7_PL1X2,Sierra,NP15,Drum PH 1 Units 1 & 2 Aggregate,13,10.4,5.2,9.6,10.4,10.4,10.4,10.4,10.4,10,22.6,10.4,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUM_7_PL3X4,Sierra,NP15,Drum PH 1 Units 3 & 4 Aggregate,16,12.8,12.8,12.8,12.8,12.8,9.6,15.2,12.8,12.8,24,15.8,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUM_7_UNIT 5,Sierra,NP15,DRUM PH 2 UNIT 5,47.88,44.24,43.6,38.82,42,46.9,47.7,47.6,38.8,31,36.8,44.06,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSABLA_7_UNIT,CAISO System,NP15,De Sabla Hydro,5.38,7.04,5.21,4.69,6.99,8.37,8.82,7.07,3.93,2.41,3.09,2.42,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSFLWR_2_W9CSB1,CAISO System,SP15,Willy 9 Chap 1,0.1,0.1,0.1,52.49,55.28,95.37,102,72.7,91.73,52.18,52.1,52.1,Y,South,FC,,Q1215-Q1319 combined - Hybrid 102 MW solar with 52 MW 208 MWH battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSFLWR_2_W9CSB2,CAISO System,SP15,Willy 9 Chap 2,0.1,0.1,0.1,36.34,38.32,66.62,72,50.61,64.05,36.13,36.1,36.1,Y,South,ID,100%,Q1215-Q1319 combined - Hybrid 72 MW solar with 36 MW 144 MWH battery - Waiting for Whirlwind CRAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSFLWR_2_WS2SR1,CAISO System,SP15,Willow Springs 2,0.1,0.1,0.1,0.48,3.22,42.52,67.29,20.3,38.96,0.18,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTHV_2_DH1SR1,CAISO System,SP15,Desert Harvest,0.1,0.1,0.1,0.38,2.57,34.02,53.84,16.24,31.16,0.14,0.1,0.1,N,South,FC,,Group name: DESERT_HARVEST_643AE - Max to grid 150 MW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTHV_2_DH2BT1,CAISO System,SP15,Desert Harvest BESS,35,35,35,35,35,35,35,35,35,35,35,35,Y,South,PD,35.00,Group name: DESERT_HARVEST_643AE - Max to grid 150 MW. Co-located with DSRTHV_2_DH2SR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTHV_2_DH2SR2,CAISO System,SP15,Desert Harvest 2,0.1,0.1,0.1,0.33,2.25,29.77,47.11,14.21,27.27,0.12,0.1,0.1,N,South,FC,,Group name: DESERT_HARVEST_643AE - Max to grid 150 MW. Co-located with DSRTHV_2_DH2BT1 (PD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTSL_2_SOLAR1,CAISO System,SP15,Desert Stateline,0.1,0.1,0.1,1.41,9.53,125.95,199.32,60.12,115.38,0.52,0.1,0.1,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTSN_2_DS2BX2,CAISO System,SP15,Desert Sunlight PV II Storage 2,230,230,230,230,230,230,230,230,230,230,230,230,Y,South,FC,,Group name: DESERT_SUNLIGHT_146_147_2 - Max to grid 300 MW.  Co-located with DSRTSN_2_SOLAR1 (PD at 78.9%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTSN_2_DS2X2,CAISO System,SP15,Desert Sunlight PV II Storage,230,230,230,230,230,230,230,230,230,230,230,230,Y,South,FC,,Group name: DESERT_SUNLIGHT_146_147_1 - Max to grid 250 MW. Co-located with DSRTSN_2_SOLAR2 (PD at 78.9%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTSN_2_SOLAR1,CAISO System,SP15,Desert Sunlight 300,0.1,0.1,0.1,0.88,4.56,70,70,36.79,70,0.46,0.1,0.1,N,South,PD,70.00,Group name: DESERT_SUNLIGHT_146_147_2 - Max to grid 300 MW. Max 70 MW NQC. Co-located with DSRTSN_2_DS2BX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSRTSN_2_SOLAR2,CAISO System,SP15,Desert Sunlight 250,0.1,0.1,0.1,0.73,3.8,20,20,20,20,0.39,0.1,0.1,N,South,PD,20.00,Group name: DESERT_SUNLIGHT_146_147_1 - Max to grid 250 MW. Max 20 MW NQC. Co-located with DSRTSN_2_DS2X2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTCHWD_2_BT3WND,CAISO System,SP15,Brookfield Tehachapi 3,0.38,0.91,1.02,1.65,1.86,1.69,1.68,1.56,0.96,0.51,0.3,0.29,N,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUANE_1_PL1X3,Bay Area,NP15,DONALD VON RAESFELD POWER PROJECT,147.8,147.8,147.8,147.8,143.5,143.5,143.5,143.5,143.5,147.8,147.8,147.8,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUTCH1_7_UNIT 1,Sierra,NP15,DUTCH FLAT 1 PH,17.6,17.6,14,17.94,18.28,20.4,20.4,21.4,16.8,12.8,17.6,20.2,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUTCH2_7_UNIT 1,Sierra,NP15,DUTCH FLAT 2 PH,18.2,16,17.2,5.6,16,5.6,16,16.8,17.6,1.6,5.6,5.6,Y,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVLCYN_1_UNITS,LA Basin,SP15,DEVIL CANYON HYDRO UNITS 1-4 AGGREGATE,63.1,78.14,87.22,234.97,234.97,234.97,234.97,234.97,201.33,234.97,234.97,234.97,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYERSM_6_DSWWD1,CAISO System,NP15,Dyer Summit Wind Repower,2.54,3.8,7.94,15.74,20.67,19.12,19.24,13.61,11.02,4.9,1.8,2.48,N,North,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYLAN_2_BMTBT1,LA Basin,SP15,Beaumont BESS,100,100,100,100,100,100,100,100,100,100,100,100,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTWD_7_UNIT,Big Creek-Ventura,SP15,EASTWOOD PUMP-GEN,199,199,199,199,199,199,199,199,199,199,199,199,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDMONS_2_NSPIN,Big Creek-Ventura,SP15,EDMONS_2_NSPIN,236,236,236,236,236,236,236,236,236,236,236,236,Y,South,FC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
